項目,世帯区分,年間収入五分位,時期,値,単位
黒字率,勤労者世帯,年収五分位2,2024001012,43.3,％
黒字率,勤労者世帯,年収五分位2,2025000103,24.4,％
黒字率,勤労者世帯,年収五分位2,2025000406,35.0,％
黒字率,勤労者世帯,年収五分位2,2025000709,29.9,％
黒字率,勤労者世帯,年収五分位2,2025001012,44.1,％
黒字率,勤労者世帯,年収五分位2,2026000103,24.9,％
黒字率,勤労者世帯,年収五分位3,2000000103,16.4,％
黒字率,勤労者世帯,年収五分位3,2000000406,26.9,％
黒字率,勤労者世帯,年収五分位3,2000000709,25.6,％
黒字率,勤労者世帯,年収五分位3,2000001012,36.5,％
黒字率,勤労者世帯,年収五分位3,2001000103,15.2,％
黒字率,勤労者世帯,年収五分位3,2001000406,29.4,％
黒字率,勤労者世帯,年収五分位3,2001000709,26.3,％
黒字率,勤労者世帯,年収五分位3,2001001012,36.8,％
黒字率,勤労者世帯,年収五分位3,2002000103,15.9,％
黒字率,勤労者世帯,年収五分位3,2002000406,29.0,％
黒字率,勤労者世帯,年収五分位3,2002000709,22.3,％
黒字率,勤労者世帯,年収五分位3,2002001012,36.6,％
黒字率,勤労者世帯,年収五分位3,2003000103,16.2,％
黒字率,勤労者世帯,年収五分位3,2003000406,29.5,％
黒字率,勤労者世帯,年収五分位3,2003000709,22.8,％
黒字率,勤労者世帯,年収五分位3,2003001012,37.8,％
黒字率,勤労者世帯,年収五分位3,2004000103,18.0,％
黒字率,勤労者世帯,年収五分位3,2004000406,25.8,％
黒字率,勤労者世帯,年収五分位3,2004000709,22.7,％
黒字率,勤労者世帯,年収五分位3,2004001012,37.2,％
黒字率,勤労者世帯,年収五分位3,2005000103,12.0,％
黒字率,勤労者世帯,年収五分位3,2005000406,25.9,％
黒字率,勤労者世帯,年収五分位3,2005000709,19.7,％
黒字率,勤労者世帯,年収五分位3,2005001012,29.5,％
黒字率,勤労者世帯,年収五分位3,2006000103,16.6,％
黒字率,勤労者世帯,年収五分位3,2006000406,25.1,％
黒字率,勤労者世帯,年収五分位3,2006000709,27.6,％
黒字率,勤労者世帯,年収五分位3,2006001012,37.1,％
黒字率,勤労者世帯,年収五分位3,2007000103,21.3,％
黒字率,勤労者世帯,年収五分位3,2007000406,29.1,％
黒字率,勤労者世帯,年収五分位3,2007000709,27.0,％
黒字率,勤労者世帯,年収五分位3,2007001012,33.5,％
黒字率,勤労者世帯,年収五分位3,2008000103,17.7,％
黒字率,勤労者世帯,年収五分位3,2008000406,27.5,％
黒字率,勤労者世帯,年収五分位3,2008000709,25.1,％
黒字率,勤労者世帯,年収五分位3,2008001012,33.7,％
黒字率,勤労者世帯,年収五分位3,2009000103,13.8,％
黒字率,勤労者世帯,年収五分位3,2009000406,24.9,％
黒字率,勤労者世帯,年収五分位3,2009000709,20.5,％
黒字率,勤労者世帯,年収五分位3,2009001012,34.2,％
黒字率,勤労者世帯,年収五分位3,2010000103,14.1,％
黒字率,勤労者世帯,年収五分位3,2010000406,26.9,％
黒字率,勤労者世帯,年収五分位3,2010000709,21.2,％
黒字率,勤労者世帯,年収五分位3,2010001012,33.5,％
黒字率,勤労者世帯,年収五分位3,2011000103,16.7,％
黒字率,勤労者世帯,年収五分位3,2011000406,29.2,％
黒字率,勤労者世帯,年収五分位3,2011000709,23.0,％
黒字率,勤労者世帯,年収五分位3,2011001012,33.0,％
黒字率,勤労者世帯,年収五分位3,2012000103,21.0,％
黒字率,勤労者世帯,年収五分位3,2012000406,30.4,％
黒字率,勤労者世帯,年収五分位3,2012000709,21.9,％
黒字率,勤労者世帯,年収五分位3,2012001012,35.5,％
黒字率,勤労者世帯,年収五分位3,2013000103,13.3,％
黒字率,勤労者世帯,年収五分位3,2013000406,27.9,％
黒字率,勤労者世帯,年収五分位3,2013000709,22.4,％
黒字率,勤労者世帯,年収五分位3,2013001012,35.2,％
黒字率,勤労者世帯,年収五分位3,2014000103,15.4,％
黒字率,勤労者世帯,年収五分位3,2014000406,32.5,％
黒字率,勤労者世帯,年収五分位3,2014000709,22.3,％
黒字率,勤労者世帯,年収五分位3,2014001012,33.7,％
黒字率,勤労者世帯,年収五分位3,2015000103,18.5,％
黒字率,勤労者世帯,年収五分位3,2015000406,25.1,％
黒字率,勤労者世帯,年収五分位3,2015000709,23.7,％
黒字率,勤労者世帯,年収五分位3,2015001012,37.5,％
黒字率,勤労者世帯,年収五分位3,2016000103,17.0,％
黒字率,勤労者世帯,年収五分位3,2016000406,26.1,％
黒字率,勤労者世帯,年収五分位3,2016000709,21.9,％
黒字率,勤労者世帯,年収五分位3,2016001012,34.4,％
黒字率,勤労者世帯,年収五分位3,2017000103,20.2,％
黒字率,勤労者世帯,年収五分位3,2017000406,30.7,％
黒字率,勤労者世帯,年収五分位3,2017000709,24.9,％
黒字率,勤労者世帯,年収五分位3,2017001012,39.6,％
黒字率,勤労者世帯,年収五分位3,2018000103,22.2,％
黒字率,勤労者世帯,年収五分位3,2018000406,31.0,％
黒字率,勤労者世帯,年収五分位3,2018000709,27.9,％
黒字率,勤労者世帯,年収五分位3,2018001012,41.5,％
黒字率,勤労者世帯,年収五分位3,2019000103,22.3,％
黒字率,勤労者世帯,年収五分位3,2019000406,31.4,％
黒字率,勤労者世帯,年収五分位3,2019000709,26.2,％
黒字率,勤労者世帯,年収五分位3,2019001012,42.0,％
黒字率,勤労者世帯,年収五分位3,2020000103,25.0,％
黒字率,勤労者世帯,年収五分位3,2020000406,46.1,％
黒字率,勤労者世帯,年収五分位3,2020000709,31.7,％
黒字率,勤労者世帯,年収五分位3,2020001012,41.3,％
黒字率,勤労者世帯,年収五分位3,2021000103,29.0,％
黒字率,勤労者世帯,年収五分位3,2021000406,39.6,％
黒字率,勤労者世帯,年収五分位3,2021000709,34.6,％
黒字率,勤労者世帯,年収五分位3,2021001012,44.9,％
黒字率,勤労者世帯,年収五分位3,2022000103,30.5,％
黒字率,勤労者世帯,年収五分位3,2022000406,40.4,％
黒字率,勤労者世帯,年収五分位3,2022000709,32.6,％
黒字率,勤労者世帯,年収五分位3,2022001012,44.0,％
黒字率,勤労者世帯,年収五分位3,2023000103,26.7,％
黒字率,勤労者世帯,年収五分位3,2023000406,36.4,％
黒字率,勤労者世帯,年収五分位3,2023000709,30.5,％
黒字率,勤労者世帯,年収五分位3,2023001012,42.1,％
黒字率,勤労者世帯,年収五分位3,2024000103,23.6,％
黒字率,勤労者世帯,年収五分位3,2024000406,39.0,％
黒字率,勤労者世帯,年収五分位3,2024000709,33.6,％
黒字率,勤労者世帯,年収五分位3,2024001012,43.7,％
黒字率,勤労者世帯,年収五分位3,2025000103,19.8,％
黒字率,勤労者世帯,年収五分位3,2025000406,38.6,％
黒字率,勤労者世帯,年収五分位3,2025000709,29.2,％
黒字率,勤労者世帯,年収五分位3,2025001012,47.2,％
黒字率,勤労者世帯,年収五分位3,2026000103,29.0,％
黒字率,勤労者世帯,年収五分位4,2000000103,19.0,％
黒字率,勤労者世帯,年収五分位4,2000000406,31.3,％
黒字率,勤労者世帯,年収五分位4,2000000709,28.2,％
黒字率,勤労者世帯,年収五分位4,2000001012,42.1,％
黒字率,勤労者世帯,年収五分位4,2001000103,14.8,％
黒字率,勤労者世帯,年収五分位4,2001000406,35.5,％
黒字率,勤労者世帯,年収五分位4,2001000709,25.6,％
黒字率,勤労者世帯,年収五分位4,2001001012,40.1,％
黒字率,勤労者世帯,年収五分位4,2002000103,20.5,％
黒字率,勤労者世帯,年収五分位4,2002000406,33.1,％
黒字率,勤労者世帯,年収五分位4,2002000709,25.0,％
黒字率,勤労者世帯,年収五分位4,2002001012,38.4,％
黒字率,勤労者世帯,年収五分位4,2003000103,16.3,％
黒字率,勤労者世帯,年収五分位4,2003000406,28.6,％
黒字率,勤労者世帯,年収五分位4,2003000709,24.4,％
黒字率,勤労者世帯,年収五分位4,2003001012,38.0,％
黒字率,勤労者世帯,年収五分位4,2004000103,16.1,％
黒字率,勤労者世帯,年収五分位4,2004000406,30.4,％
黒字率,勤労者世帯,年収五分位4,2004000709,25.2,％
黒字率,勤労者世帯,年収五分位4,2004001012,36.3,％
黒字率,勤労者世帯,年収五分位4,2005000103,12.4,％
黒字率,勤労者世帯,年収五分位4,2005000406,28.4,％
黒字率,勤労者世帯,年収五分位4,2005000709,23.1,％
黒字率,勤労者世帯,年収五分位4,2005001012,38.0,％
黒字率,勤労者世帯,年収五分位4,2006000103,15.5,％
黒字率,勤労者世帯,年収五分位4,2006000406,29.1,％
黒字率,勤労者世帯,年収五分位4,2006000709,29.0,％
黒字率,勤労者世帯,年収五分位4,2006001012,41.2,％
黒字率,勤労者世帯,年収五分位4,2007000103,16.0,％
黒字率,勤労者世帯,年収五分位4,2007000406,31.7,％
黒字率,勤労者世帯,年収五分位4,2007000709,26.6,％
黒字率,勤労者世帯,年収五分位4,2007001012,40.1,％
黒字率,勤労者世帯,年収五分位4,2008000103,16.0,％
黒字率,勤労者世帯,年収五分位4,2008000406,29.5,％
黒字率,勤労者世帯,年収五分位4,2008000709,24.1,％
黒字率,勤労者世帯,年収五分位4,2008001012,40.0,％
黒字率,勤労者世帯,年収五分位4,2009000103,14.6,％
黒字率,勤労者世帯,年収五分位4,2009000406,25.6,％
黒字率,勤労者世帯,年収五分位4,2009000709,23.7,％
黒字率,勤労者世帯,年収五分位4,2009001012,39.4,％
黒字率,勤労者世帯,年収五分位4,2010000103,16.2,％
黒字率,勤労者世帯,年収五分位4,2010000406,32.7,％
黒字率,勤労者世帯,年収五分位4,2010000709,22.1,％
黒字率,勤労者世帯,年収五分位4,2010001012,37.8,％
黒字率,勤労者世帯,年収五分位4,2011000103,18.2,％
黒字率,勤労者世帯,年収五分位4,2011000406,29.0,％
黒字率,勤労者世帯,年収五分位4,2011000709,24.4,％
黒字率,勤労者世帯,年収五分位4,2011001012,39.3,％
黒字率,勤労者世帯,年収五分位4,2012000103,17.7,％
黒字率,勤労者世帯,年収五分位4,2012000406,28.4,％
黒字率,勤労者世帯,年収五分位4,2012000709,25.0,％
黒字率,勤労者世帯,年収五分位4,2012001012,39.2,％
黒字率,勤労者世帯,年収五分位4,2013000103,14.4,％
黒字率,勤労者世帯,年収五分位4,2013000406,30.5,％
黒字率,勤労者世帯,年収五分位4,2013000709,23.8,％
黒字率,勤労者世帯,年収五分位4,2013001012,39.8,％
黒字率,勤労者世帯,年収五分位4,2014000103,13.3,％
黒字率,勤労者世帯,年収五分位4,2014000406,30.6,％
黒字率,勤労者世帯,年収五分位4,2014000709,23.0,％
黒字率,勤労者世帯,年収五分位4,2014001012,38.1,％
黒字率,勤労者世帯,年収五分位4,2015000103,16.7,％
黒字率,勤労者世帯,年収五分位4,2015000406,28.4,％
黒字率,勤労者世帯,年収五分位4,2015000709,25.4,％
黒字率,勤労者世帯,年収五分位4,2015001012,38.0,％
黒字率,勤労者世帯,年収五分位4,2016000103,17.8,％
黒字率,勤労者世帯,年収五分位4,2016000406,30.1,％
黒字率,勤労者世帯,年収五分位4,2016000709,26.6,％
黒字率,勤労者世帯,年収五分位4,2016001012,40.8,％
黒字率,勤労者世帯,年収五分位4,2017000103,17.9,％
黒字率,勤労者世帯,年収五分位4,2017000406,31.1,％
黒字率,勤労者世帯,年収五分位4,2017000709,29.6,％
黒字率,勤労者世帯,年収五分位4,2017001012,38.7,％
黒字率,勤労者世帯,年収五分位4,2018000103,19.9,％
黒字率,勤労者世帯,年収五分位4,2018000406,34.6,％
黒字率,勤労者世帯,年収五分位4,2018000709,24.7,％
黒字率,勤労者世帯,年収五分位4,2018001012,40.8,％
黒字率,勤労者世帯,年収五分位4,2019000103,18.2,％
黒字率,勤労者世帯,年収五分位4,2019000406,36.7,％
黒字率,勤労者世帯,年収五分位4,2019000709,25.7,％
黒字率,勤労者世帯,年収五分位4,2019001012,45.3,％
黒字率,勤労者世帯,年収五分位4,2020000103,25.9,％
黒字率,勤労者世帯,年収五分位4,2020000406,50.4,％
黒字率,勤労者世帯,年収五分位4,2020000709,38.7,％
黒字率,勤労者世帯,年収五分位4,2020001012,46.7,％
黒字率,勤労者世帯,年収五分位4,2021000103,24.3,％
黒字率,勤労者世帯,年収五分位4,2021000406,40.4,％
黒字率,勤労者世帯,年収五分位4,2021000709,39.7,％
黒字率,勤労者世帯,年収五分位4,2021001012,48.6,％
黒字率,勤労者世帯,年収五分位4,2022000103,28.3,％
黒字率,勤労者世帯,年収五分位4,2022000406,41.9,％
黒字率,勤労者世帯,年収五分位4,2022000709,35.0,％
黒字率,勤労者世帯,年収五分位4,2022001012,47.2,％
黒字率,勤労者世帯,年収五分位4,2023000103,24.6,％
黒字率,勤労者世帯,年収五分位4,2023000406,39.1,％
黒字率,勤労者世帯,年収五分位4,2023000709,30.8,％
黒字率,勤労者世帯,年収五分位4,2023001012,43.2,％
黒字率,勤労者世帯,年収五分位4,2024000103,26.5,％
黒字率,勤労者世帯,年収五分位4,2024000406,44.1,％
黒字率,勤労者世帯,年収五分位4,2024000709,35.4,％
黒字率,勤労者世帯,年収五分位4,2024001012,46.8,％
黒字率,勤労者世帯,年収五分位4,2025000103,24.7,％
黒字率,勤労者世帯,年収五分位4,2025000406,40.3,％
黒字率,勤労者世帯,年収五分位4,2025000709,31.9,％
黒字率,勤労者世帯,年収五分位4,2025001012,44.2,％
黒字率,勤労者世帯,年収五分位4,2026000103,25.1,％
黒字率,勤労者世帯,年収五分位5,2000000103,19.8,％
黒字率,勤労者世帯,年収五分位5,2000000406,36.9,％
黒字率,勤労者世帯,年収五分位5,2000000709,27.2,％
黒字率,勤労者世帯,年収五分位5,2000001012,43.3,％
黒字率,勤労者世帯,年収五分位5,2001000103,17.8,％
黒字率,勤労者世帯,年収五分位5,2001000406,36.4,％
黒字率,勤労者世帯,年収五分位5,2001000709,27.4,％
黒字率,勤労者世帯,年収五分位5,2001001012,45.2,％
黒字率,勤労者世帯,年収五分位5,2002000103,22.5,％
黒字率,勤労者世帯,年収五分位5,2002000406,35.2,％
黒字率,勤労者世帯,年収五分位5,2002000709,22.1,％
黒字率,勤労者世帯,年収五分位5,2002001012,42.0,％
黒字率,勤労者世帯,年収五分位5,2003000103,18.5,％
黒字率,勤労者世帯,年収五分位5,2003000406,34.7,％
黒字率,勤労者世帯,年収五分位5,2003000709,26.4,％
黒字率,勤労者世帯,年収五分位5,2003001012,42.0,％
黒字率,勤労者世帯,年収五分位5,2004000103,21.0,％
黒字率,勤労者世帯,年収五分位5,2004000406,33.9,％
黒字率,勤労者世帯,年収五分位5,2004000709,25.7,％
黒字率,勤労者世帯,年収五分位5,2004001012,42.8,％
黒字率,勤労者世帯,年収五分位5,2005000103,20.2,％
黒字率,勤労者世帯,年収五分位5,2005000406,37.1,％
黒字率,勤労者世帯,年収五分位5,2005000709,25.9,％
黒字率,勤労者世帯,年収五分位5,2005001012,41.0,％
黒字率,勤労者世帯,年収五分位5,2006000103,18.5,％
黒字率,勤労者世帯,年収五分位5,2006000406,33.6,％
黒字率,勤労者世帯,年収五分位5,2006000709,30.1,％
黒字率,勤労者世帯,年収五分位5,2006001012,44.9,％
黒字率,勤労者世帯,年収五分位5,2007000103,20.7,％
黒字率,勤労者世帯,年収五分位5,2007000406,36.0,％
黒字率,勤労者世帯,年収五分位5,2007000709,24.9,％
