項目,年齢階級,時期,値,単位
貯蓄,70歳以上,2002001012,2470,万円
貯蓄,70歳以上,2003000103,2419,万円
貯蓄,70歳以上,2003000406,2486,万円
貯蓄,70歳以上,2003000709,2591,万円
貯蓄,70歳以上,2003001012,2554,万円
貯蓄,70歳以上,2004000103,2426,万円
貯蓄,70歳以上,2004000406,2473,万円
貯蓄,70歳以上,2004000709,2591,万円
貯蓄,70歳以上,2004001012,2578,万円
貯蓄,70歳以上,2005000103,2625,万円
貯蓄,70歳以上,2005000406,2651,万円
貯蓄,70歳以上,2005000709,2646,万円
貯蓄,70歳以上,2005001012,2422,万円
貯蓄,70歳以上,2006000103,2409,万円
貯蓄,70歳以上,2006000406,2495,万円
貯蓄,70歳以上,2006000709,2547,万円
貯蓄,70歳以上,2006001012,2474,万円
貯蓄,70歳以上,2007000103,2454,万円
貯蓄,70歳以上,2007000406,2495,万円
貯蓄,70歳以上,2007000709,2406,万円
貯蓄,70歳以上,2007001012,2348,万円
貯蓄,70歳以上,2008000103,2410,万円
貯蓄,70歳以上,2008000406,2460,万円
貯蓄,70歳以上,2008000709,2419,万円
貯蓄,70歳以上,2008001012,2373,万円
貯蓄,70歳以上,2009000103,2410,万円
貯蓄,70歳以上,2009000406,2357,万円
貯蓄,70歳以上,2009000709,2352,万円
貯蓄,70歳以上,2009001012,2327,万円
貯蓄,70歳以上,2010000103,2255,万円
貯蓄,70歳以上,2010000406,2213,万円
貯蓄,70歳以上,2010000709,2246,万円
貯蓄,70歳以上,2010001012,2297,万円
貯蓄,70歳以上,2011000103,2332,万円
貯蓄,70歳以上,2011000406,2259,万円
貯蓄,70歳以上,2011000709,2164,万円
貯蓄,70歳以上,2011001012,2090,万円
貯蓄,70歳以上,2012000103,2159,万円
貯蓄,70歳以上,2012000406,2248,万円
貯蓄,70歳以上,2012000709,2197,万円
貯蓄,70歳以上,2012001012,2184,万円
貯蓄,70歳以上,2013000103,2315,万円
貯蓄,70歳以上,2013000406,2392,万円
貯蓄,70歳以上,2013000709,2397,万円
貯蓄,70歳以上,2013001012,2436,万円
貯蓄,70歳以上,2014000103,2425,万円
貯蓄,70歳以上,2014000406,2398,万円
貯蓄,70歳以上,2014000709,2494,万円
貯蓄,70歳以上,2014001012,2493,万円
貯蓄,70歳以上,2015000103,2551,万円
貯蓄,70歳以上,2015000406,2482,万円
貯蓄,70歳以上,2015000709,2296,万円
貯蓄,70歳以上,2015001012,2226,万円
貯蓄,70歳以上,2016000103,2436,万円
貯蓄,70歳以上,2016000406,2579,万円
貯蓄,70歳以上,2016000709,2450,万円
貯蓄,70歳以上,2016001012,2322,万円
貯蓄,70歳以上,2017000103,2405,万円
貯蓄,70歳以上,2017000406,2429,万円
貯蓄,70歳以上,2017000709,2353,万円
貯蓄,70歳以上,2017001012,2353,万円
貯蓄,70歳以上,2018000103,2305,万円
貯蓄,70歳以上,2018000406,2265,万円
貯蓄,70歳以上,2018000709,2186,万円
貯蓄,70歳以上,2018001012,2239,万円
貯蓄,70歳以上,2019000103,2164,万円
貯蓄,70歳以上,2019000406,2187,万円
貯蓄,70歳以上,2019000709,2292,万円
貯蓄,70歳以上,2019001012,2368,万円
貯蓄,70歳以上,2020000103,2229,万円
貯蓄,70歳以上,2020000406,2189,万円
貯蓄,70歳以上,2020000709,2292,万円
貯蓄,70歳以上,2020001012,2328,万円
貯蓄,70歳以上,2021000103,2376,万円
貯蓄,70歳以上,2021000406,2398,万円
貯蓄,70歳以上,2021000709,2280,万円
貯蓄,70歳以上,2021001012,2220,万円
貯蓄,70歳以上,2022000103,2256,万円
貯蓄,70歳以上,2022000406,2404,万円
貯蓄,70歳以上,2022000709,2468,万円
貯蓄,70歳以上,2022001012,2515,万円
貯蓄,70歳以上,2023000103,2452,万円
貯蓄,70歳以上,2023000406,2416,万円
貯蓄,70歳以上,2023000709,2630,万円
貯蓄,70歳以上,2023001012,2515,万円
貯蓄,70歳以上,2024000103,2430,万円
貯蓄,70歳以上,2024000406,2440,万円
貯蓄,70歳以上,2024000709,2423,万円
貯蓄,70歳以上,2024001012,2470,万円
貯蓄,70歳以上,2025000103,2453,万円
貯蓄,70歳以上,2025000406,2422,万円
貯蓄,70歳以上,2025000709,2512,万円
貯蓄,70歳以上,2025001012,2497,万円
負債,29歳以下,2002000103,243,万円
負債,29歳以下,2002000406,235,万円
負債,29歳以下,2002000709,258,万円
負債,29歳以下,2002001012,259,万円
負債,29歳以下,2003000103,251,万円
負債,29歳以下,2003000406,247,万円
負債,29歳以下,2003000709,191,万円
負債,29歳以下,2003001012,196,万円
負債,29歳以下,2004000103,232,万円
負債,29歳以下,2004000406,303,万円
負債,29歳以下,2004000709,278,万円
負債,29歳以下,2004001012,329,万円
負債,29歳以下,2005000103,384,万円
負債,29歳以下,2005000406,337,万円
負債,29歳以下,2005000709,303,万円
負債,29歳以下,2005001012,259,万円
負債,29歳以下,2006000103,219,万円
負債,29歳以下,2006000406,267,万円
負債,29歳以下,2006000709,294,万円
負債,29歳以下,2006001012,362,万円
負債,29歳以下,2007000103,297,万円
負債,29歳以下,2007000406,280,万円
負債,29歳以下,2007000709,475,万円
負債,29歳以下,2007001012,495,万円
負債,29歳以下,2008000103,452,万円
負債,29歳以下,2008000406,471,万円
負債,29歳以下,2008000709,323,万円
負債,29歳以下,2008001012,211,万円
負債,29歳以下,2009000103,404,万円
負債,29歳以下,2009000406,350,万円
負債,29歳以下,2009000709,334,万円
負債,29歳以下,2009001012,405,万円
負債,29歳以下,2010000103,397,万円
負債,29歳以下,2010000406,285,万円
負債,29歳以下,2010000709,263,万円
負債,29歳以下,2010001012,329,万円
負債,29歳以下,2011000103,315,万円
負債,29歳以下,2011000406,314,万円
負債,29歳以下,2011000709,314,万円
負債,29歳以下,2011001012,302,万円
負債,29歳以下,2012000103,310,万円
負債,29歳以下,2012000406,221,万円
負債,29歳以下,2012000709,276,万円
負債,29歳以下,2012001012,365,万円
負債,29歳以下,2013000103,360,万円
負債,29歳以下,2013000406,250,万円
負債,29歳以下,2013000709,323,万円
負債,29歳以下,2013001012,398,万円
負債,29歳以下,2014000103,518,万円
負債,29歳以下,2014000406,755,万円
負債,29歳以下,2014000709,529,万円
負債,29歳以下,2014001012,432,万円
負債,29歳以下,2015000103,464,万円
負債,29歳以下,2015000406,483,万円
負債,29歳以下,2015000709,612,万円
負債,29歳以下,2015001012,410,万円
負債,29歳以下,2016000103,322,万円
負債,29歳以下,2016000406,541,万円
負債,29歳以下,2016000709,647,万円
負債,29歳以下,2016001012,656,万円
負債,29歳以下,2017000103,516,万円
負債,29歳以下,2017000406,447,万円
負債,29歳以下,2017000709,673,万円
負債,29歳以下,2017001012,809,万円
負債,29歳以下,2018000103,852,万円
負債,29歳以下,2018000406,712,万円
負債,29歳以下,2018000709,498,万円
負債,29歳以下,2018001012,636,万円
負債,29歳以下,2019000103,662,万円
負債,29歳以下,2019000406,867,万円
負債,29歳以下,2019000709,1046,万円
負債,29歳以下,2019001012,933,万円
負債,29歳以下,2020000103,622,万円
負債,29歳以下,2020000406,710,万円
負債,29歳以下,2020000709,674,万円
負債,29歳以下,2020001012,756,万円
負債,29歳以下,2021000103,909,万円
負債,29歳以下,2021000406,776,万円
負債,29歳以下,2021000709,693,万円
負債,29歳以下,2021001012,830,万円
負債,29歳以下,2022000103,792,万円
負債,29歳以下,2022000406,657,万円
負債,29歳以下,2022000709,777,万円
負債,29歳以下,2022001012,642,万円
負債,29歳以下,2023000103,885,万円
負債,29歳以下,2023000406,926,万円
負債,29歳以下,2023000709,997,万円
負債,29歳以下,2023001012,1161,万円
負債,29歳以下,2024000103,1287,万円
負債,29歳以下,2024000406,1471,万円
負債,29歳以下,2024000709,1218,万円
負債,29歳以下,2024001012,1023,万円
負債,29歳以下,2025000103,1173,万円
負債,29歳以下,2025000406,1626,万円
負債,29歳以下,2025000709,1643,万円
負債,29歳以下,2025001012,1426,万円
負債,30～39歳,2002000103,749,万円
負債,30～39歳,2002000406,738,万円
負債,30～39歳,2002000709,733,万円
負債,30～39歳,2002001012,726,万円
負債,30～39歳,2003000103,664,万円
負債,30～39歳,2003000406,688,万円
負債,30～39歳,2003000709,723,万円
負債,30～39歳,2003001012,714,万円
負債,30～39歳,2004000103,692,万円
負債,30～39歳,2004000406,704,万円
負債,30～39歳,2004000709,780,万円
負債,30～39歳,2004001012,838,万円
負債,30～39歳,2005000103,813,万円
負債,30～39歳,2005000406,772,万円
負債,30～39歳,2005000709,742,万円
負債,30～39歳,2005001012,734,万円
負債,30～39歳,2006000103,763,万円
負債,30～39歳,2006000406,710,万円
負債,30～39歳,2006000709,748,万円
負債,30～39歳,2006001012,826,万円
負債,30～39歳,2007000103,823,万円
負債,30～39歳,2007000406,780,万円
負債,30～39歳,2007000709,869,万円
負債,30～39歳,2007001012,887,万円
負債,30～39歳,2008000103,739,万円
負債,30～39歳,2008000406,858,万円
負債,30～39歳,2008000709,849,万円
負債,30～39歳,2008001012,803,万円
負債,30～39歳,2009000103,826,万円
負債,30～39歳,2009000406,777,万円
負債,30～39歳,2009000709,701,万円
負債,30～39歳,2009001012,728,万円
負債,30～39歳,2010000103,828,万円
負債,30～39歳,2010000406,825,万円
負債,30～39歳,2010000709,883,万円
負債,30～39歳,2010001012,889,万円
負債,30～39歳,2011000103,900,万円
負債,30～39歳,2011000406,906,万円
負債,30～39歳,2011000709,803,万円
負債,30～39歳,2011001012,758,万円
負債,30～39歳,2012000103,874,万円
負債,30～39歳,2012000406,920,万円
負債,30～39歳,2012000709,894,万円
負債,30～39歳,2012001012,949,万円
負債,30～39歳,2013000103,1039,万円
負債,30～39歳,2013000406,1050,万円
負債,30～39歳,2013000709,1044,万円
負債,30～39歳,2013001012,910,万円
負債,30～39歳,2014000103,942,万円
負債,30～39歳,2014000406,1003,万円
負債,30～39歳,2014000709,1006,万円
負債,30～39歳,2014001012,1029,万円
負債,30～39歳,2015000103,999,万円
負債,30～39歳,2015000406,1026,万円
負債,30～39歳,2015000709,994,万円
負債,30～39歳,2015001012,1041,万円
負債,30～39歳,2016000103,1157,万円
負債,30～39歳,2016000406,1216,万円
負債,30～39歳,2016000709,1237,万円
負債,30～39歳,2016001012,1153,万円
負債,30～39歳,2017000103,1122,万円
負債,30～39歳,2017000406,1157,万円
負債,30～39歳,2017000709,1233,万円
負債,30～39歳,2017001012,1299,万円
負債,30～39歳,2018000103,1292,万円
負債,30～39歳,2018000406,1309,万円
負債,30～39歳,2018000709,1357,万円
負債,30～39歳,2018001012,1358,万円
負債,30～39歳,2019000103,1456,万円
負債,30～39歳,2019000406,1401,万円
負債,30～39歳,2019000709,1347,万円
負債,30～39歳,2019001012,1376,万円
負債,30～39歳,2020000103,1380,万円
負債,30～39歳,2020000406,1304,万円
負債,30～39歳,2020000709,1269,万円
負債,30～39歳,2020001012,1369,万円
負債,30～39歳,2021000103,1443,万円
負債,30～39歳,2021000406,1387,万円
負債,30～39歳,2021000709,1456,万円
負債,30～39歳,2021001012,1521,万円
負債,30～39歳,2022000103,1390,万円
負債,30～39歳,2022000406,1470,万円
負債,30～39歳,2022000709,1631,万円
負債,30～39歳,2022001012,1757,万円
負債,30～39歳,2023000103,1801,万円
負債,30～39歳,2023000406,1783,万円
負債,30～39歳,2023000709,1908,万円
負債,30～39歳,2023001012,1923,万円
負債,30～39歳,2024000103,1761,万円
負債,30～39歳,2024000406,1698,万円
負債,30～39歳,2024000709,1894,万円
負債,30～39歳,2024001012,1999,万円
負債,30～39歳,2025000103,1999,万円
負債,30～39歳,2025000406,1933,万円
負債,30～39歳,2025000709,1838,万円
負債,30～39歳,2025001012,1989,万円
負債,40～49歳,2002000103,882,万円
負債,40～49歳,2002000406,859,万円
負債,40～49歳,2002000709,858,万円
負債,40～49歳,2002001012,906,万円
負債,40～49歳,2003000103,872,万円
負債,40～49歳,2003000406,876,万円
負債,40～49歳,2003000709,871,万円
負債,40～49歳,2003001012,904,万円
負債,40～49歳,2004000103,971,万円
負債,40～49歳,2004000406,958,万円
負債,40～49歳,2004000709,918,万円
負債,40～49歳,2004001012,893,万円
負債,40～49歳,2005000103,866,万円
負債,40～49歳,2005000406,863,万円
負債,40～49歳,2005000709,833,万円
負債,40～49歳,2005001012,845,万円
負債,40～49歳,2006000103,932,万円
負債,40～49歳,2006000406,975,万円
負債,40～49歳,2006000709,951,万円
負債,40～49歳,2006001012,922,万円
負債,40～49歳,2007000103,932,万円
負債,40～49歳,2007000406,934,万円
負債,40～49歳,2007000709,948,万円
負債,40～49歳,2007001012,924,万円
負債,40～49歳,2008000103,968,万円
負債,40～49歳,2008000406,970,万円
負債,40～49歳,2008000709,951,万円
負債,40～49歳,2008001012,928,万円
負債,40～49歳,2009000103,966,万円
負債,40～49歳,2009000406,978,万円
負債,40～49歳,2009000709,912,万円
負債,40～49歳,2009001012,913,万円
負債,40～49歳,2010000103,925,万円
負債,40～49歳,2010000406,938,万円
負債,40～49歳,2010000709,980,万円
負債,40～49歳,2010001012,916,万円
負債,40～49歳,2011000103,861,万円
負債,40～49歳,2011000406,849,万円
負債,40～49歳,2011000709,875,万円
負債,40～49歳,2011001012,901,万円
負債,40～49歳,2012000103,926,万円
負債,40～49歳,2012000406,996,万円
負債,40～49歳,2012000709,996,万円
負債,40～49歳,2012001012,996,万円
負債,40～49歳,2013000103,1005,万円
負債,40～49歳,2013000406,987,万円
負債,40～49歳,2013000709,987,万円
負債,40～49歳,2013001012,996,万円
負債,40～49歳,2014000103,1093,万円
負債,40～49歳,2014000406,1085,万円
負債,40～49歳,2014000709,1009,万円
負債,40～49歳,2014001012,1015,万円
負債,40～49歳,2015000103,1015,万円
負債,40～49歳,2015000406,1081,万円
負債,40～49歳,2015000709,1136,万円
負債,40～49歳,2015001012,1041,万円
負債,40～49歳,2016000103,1034,万円
負債,40～49歳,2016000406,1058,万円
負債,40～49歳,2016000709,1036,万円
負債,40～49歳,2016001012,1061,万円
負債,40～49歳,2017000103,1057,万円
負債,40～49歳,2017000406,1066,万円
負債,40～49歳,2017000709,1058,万円
負債,40～49歳,2017001012,1040,万円
負債,40～49歳,2018000103,1100,万円
負債,40～49歳,2018000406,1116,万円
負債,40～49歳,2018000709,1108,万円
負債,40～49歳,2018001012,1097,万円
負債,40～49歳,2019000103,1100,万円
負債,40～49歳,2019000406,1117,万円
負債,40～49歳,2019000709,1108,万円
負債,40～49歳,2019001012,1171,万円
負債,40～49歳,2020000103,1257,万円
負債,40～49歳,2020000406,1275,万円
負債,40～49歳,2020000709,1229,万円
負債,40～49歳,2020001012,1164,万円
負債,40～49歳,2021000103,1142,万円
負債,40～49歳,2021000406,1208,万円
負債,40～49歳,2021000709,1175,万円
負債,40～49歳,2021001012,1163,万円
負債,40～49歳,2022000103,1142,万円
負債,40～49歳,2022000406,1230,万円
負債,40～49歳,2022000709,1280,万円
負債,40～49歳,2022001012,1254,万円
負債,40～49歳,2023000103,1392,万円
負債,40～49歳,2023000406,1408,万円
負債,40～49歳,2023000709,1360,万円
負債,40～49歳,2023001012,1393,万円
負債,40～49歳,2024000103,1407,万円
負債,40～49歳,2024000406,1452,万円
負債,40～49歳,2024000709,1488,万円
負債,40～49歳,2024001012,1431,万円
負債,40～49歳,2025000103,1407,万円
負債,40～49歳,2025000406,1413,万円
負債,40～49歳,2025000709,1535,万円
負債,40～49歳,2025001012,1576,万円
負債,50～59歳,2002000103,677,万円
負債,50～59歳,2002000406,666,万円
負債,50～59歳,2002000709,591,万円
負債,50～59歳,2002001012,553,万円
負債,50～59歳,2003000103,593,万円
負債,50～59歳,2003000406,644,万円
負債,50～59歳,2003000709,620,万円
負債,50～59歳,2003001012,616,万円
負債,50～59歳,2004000103,624,万円
負債,50～59歳,2004000406,615,万円
負債,50～59歳,2004000709,604,万円
負債,50～59歳,2004001012,566,万円
負債,50～59歳,2005000103,572,万円
負債,50～59歳,2005000406,595,万円
負債,50～59歳,2005000709,609,万円
負債,50～59歳,2005001012,549,万円
負債,50～59歳,2006000103,547,万円
負債,50～59歳,2006000406,610,万円
負債,50～59歳,2006000709,555,万円
負債,50～59歳,2006001012,511,万円
負債,50～59歳,2007000103,576,万円
負債,50～59歳,2007000406,612,万円
負債,50～59歳,2007000709,603,万円
負債,50～59歳,2007001012,587,万円
負債,50～59歳,2008000103,548,万円
負債,50～59歳,2008000406,504,万円
負債,50～59歳,2008000709,539,万円
負債,50～59歳,2008001012,507,万円
負債,50～59歳,2009000103,462,万円
負債,50～59歳,2009000406,536,万円
負債,50～59歳,2009000709,555,万円
負債,50～59歳,2009001012,564,万円
負債,50～59歳,2010000103,558,万円
負債,50～59歳,2010000406,534,万円
負債,50～59歳,2010000709,575,万円
負債,50～59歳,2010001012,539,万円
負債,50～59歳,2011000103,487,万円
負債,50～59歳,2011000406,531,万円
負債,50～59歳,2011000709,591,万円
負債,50～59歳,2011001012,594,万円
負債,50～59歳,2012000103,572,万円
負債,50～59歳,2012000406,530,万円
負債,50～59歳,2012000709,495,万円
負債,50～59歳,2012001012,548,万円
負債,50～59歳,2013000103,631,万円
負債,50～59歳,2013000406,600,万円
負債,50～59歳,2013000709,590,万円
負債,50～59歳,2013001012,608,万円
負債,50～59歳,2014000103,622,万円
負債,50～59歳,2014000406,607,万円
負債,50～59歳,2014000709,700,万円
負債,50～59歳,2014001012,687,万円
負債,50～59歳,2015000103,657,万円
負債,50～59歳,2015000406,709,万円
負債,50～59歳,2015000709,627,万円
負債,50～59歳,2015001012,585,万円
負債,50～59歳,2016000103,610,万円
負債,50～59歳,2016000406,615,万円
負債,50～59歳,2016000709,572,万円
負債,50～59歳,2016001012,565,万円
負債,50～59歳,2017000103,614,万円
負債,50～59歳,2017000406,614,万円
負債,50～59歳,2017000709,625,万円
負債,50～59歳,2017001012,614,万円
負債,50～59歳,2018000103,647,万円
負債,50～59歳,2018000406,661,万円
負債,50～59歳,2018000709,694,万円
負債,50～59歳,2018001012,731,万円
負債,50～59歳,2019000103,644,万円
負債,50～59歳,2019000406,644,万円
負債,50～59歳,2019000709,684,万円
負債,50～59歳,2019001012,635,万円
負債,50～59歳,2020000103,688,万円
負債,50～59歳,2020000406,770,万円
負債,50～59歳,2020000709,682,万円
負債,50～59歳,2020001012,657,万円
負債,50～59歳,2021000103,672,万円
負債,50～59歳,2021000406,706,万円
負債,50～59歳,2021000709,738,万円
負債,50～59歳,2021001012,650,万円
負債,50～59歳,2022000103,586,万円
負債,50～59歳,2022000406,594,万円
負債,50～59歳,2022000709,626,万円
負債,50～59歳,2022001012,675,万円
負債,50～59歳,2023000103,673,万円
負債,50～59歳,2023000406,727,万円
負債,50～59歳,2023000709,746,万円
負債,50～59歳,2023001012,713,万円
負債,50～59歳,2024000103,693,万円
負債,50～59歳,2024000406,723,万円
負債,50～59歳,2024000709,738,万円
負債,50～59歳,2024001012,760,万円
負債,50～59歳,2025000103,763,万円
負債,50～59歳,2025000406,763,万円
負債,50～59歳,2025000709,710,万円
負債,50～59歳,2025001012,735,万円
負債,60～69歳,2002000103,315,万円
負債,60～69歳,2002000406,362,万円
負債,60～69歳,2002000709,316,万円
負債,60～69歳,2002001012,244,万円
負債,60～69歳,2003000103,215,万円
負債,60～69歳,2003000406,236,万円
負債,60～69歳,2003000709,239,万円
負債,60～69歳,2003001012,216,万円
負債,60～69歳,2004000103,236,万円
負債,60～69歳,2004000406,269,万円
負債,60～69歳,2004000709,272,万円
負債,60～69歳,2004001012,230,万円
負債,60～69歳,2005000103,201,万円
負債,60～69歳,2005000406,221,万円
負債,60～69歳,2005000709,226,万円
負債,60～69歳,2005001012,246,万円
負債,60～69歳,2006000103,264,万円
負債,60～69歳,2006000406,267,万円
負債,60～69歳,2006000709,251,万円
負債,60～69歳,2006001012,236,万円
負債,60～69歳,2007000103,201,万円
負債,60～69歳,2007000406,199,万円
負債,60～69歳,2007000709,230,万円
負債,60～69歳,2007001012,252,万円
負債,60～69歳,2008000103,202,万円
負債,60～69歳,2008000406,203,万円
負債,60～69歳,2008000709,236,万円
負債,60～69歳,2008001012,229,万円
負債,60～69歳,2009000103,202,万円
負債,60～69歳,2009000406,210,万円
負債,60～69歳,2009000709,192,万円
負債,60～69歳,2009001012,201,万円
負債,60～69歳,2010000103,231,万円
負債,60～69歳,2010000406,209,万円
負債,60～69歳,2010000709,197,万円
負債,60～69歳,2010001012,245,万円
負債,60～69歳,2011000103,271,万円
負債,60～69歳,2011000406,205,万円
負債,60～69歳,2011000709,198,万円
負債,60～69歳,2011001012,231,万円
負債,60～69歳,2012000103,207,万円
負債,60～69歳,2012000406,219,万円
負債,60～69歳,2012000709,200,万円
負債,60～69歳,2012001012,160,万円
負債,60～69歳,2013000103,200,万円
負債,60～69歳,2013000406,211,万円
負債,60～69歳,2013000709,199,万円
負債,60～69歳,2013001012,208,万円
負債,60～69歳,2014000103,235,万円
負債,60～69歳,2014000406,249,万円
負債,60～69歳,2014000709,206,万円
負債,60～69歳,2014001012,161,万円
負債,60～69歳,2015000103,182,万円
負債,60～69歳,2015000406,213,万円
負債,60～69歳,2015000709,190,万円
負債,60～69歳,2015001012,201,万円
負債,60～69歳,2016000103,251,万円
負債,60～69歳,2016000406,237,万円
負債,60～69歳,2016000709,197,万円
負債,60～69歳,2016001012,196,万円
負債,60～69歳,2017000103,215,万円
負債,60～69歳,2017000406,193,万円
負債,60～69歳,2017000709,198,万円
負債,60～69歳,2017001012,215,万円
負債,60～69歳,2018000103,207,万円
負債,60～69歳,2018000406,209,万円
負債,60～69歳,2018000709,199,万円
負債,60～69歳,2018001012,213,万円
負債,60～69歳,2019000103,214,万円
負債,60～69歳,2019000406,242,万円
負債,60～69歳,2019000709,292,万円
負債,60～69歳,2019001012,253,万円
負債,60～69歳,2020000103,210,万円
負債,60～69歳,2020000406,208,万円
負債,60～69歳,2020000709,249,万円
負債,60～69歳,2020001012,302,万円
負債,60～69歳,2021000103,267,万円
負債,60～69歳,2021000406,176,万円
負債,60～69歳,2021000709,186,万円
負債,60～69歳,2021001012,225,万円
負債,60～69歳,2022000103,241,万円
負債,60～69歳,2022000406,227,万円
負債,60～69歳,2022000709,195,万円
負債,60～69歳,2022001012,166,万円
負債,60～69歳,2023000103,185,万円
負債,60～69歳,2023000406,180,万円
負債,60～69歳,2023000709,193,万円
負債,60～69歳,2023001012,245,万円
負債,60～69歳,2024000103,281,万円
負債,60～69歳,2024000406,307,万円
負債,60～69歳,2024000709,266,万円
負債,60～69歳,2024001012,226,万円
負債,60～69歳,2025000103,219,万円
負債,60～69歳,2025000406,222,万円
負債,60～69歳,2025000709,254,万円
負債,60～69歳,2025001012,242,万円
負債,70歳以上,2002000103,146,万円
負債,70歳以上,2002000406,133,万円
負債,70歳以上,2002000709,182,万円
負債,70歳以上,2002001012,207,万円
負債,70歳以上,2003000103,167,万円
負債,70歳以上,2003000406,159,万円
負債,70歳以上,2003000709,167,万円
負債,70歳以上,2003001012,144,万円
負債,70歳以上,2004000103,110,万円
負債,70歳以上,2004000406,108,万円
負債,70歳以上,2004000709,105,万円
負債,70歳以上,2004001012,142,万円
負債,70歳以上,2005000103,181,万円
負債,70歳以上,2005000406,183,万円
負債,70歳以上,2005000709,156,万円
負債,70歳以上,2005001012,148,万円
負債,70歳以上,2006000103,168,万円
負債,70歳以上,2006000406,140,万円
負債,70歳以上,2006000709,97,万円
負債,70歳以上,2006001012,79,万円
負債,70歳以上,2007000103,74,万円
負債,70歳以上,2007000406,96,万円
負債,70歳以上,2007000709,94,万円
負債,70歳以上,2007001012,96,万円
負債,70歳以上,2008000103,111,万円
負債,70歳以上,2008000406,125,万円
負債,70歳以上,2008000709,137,万円
負債,70歳以上,2008001012,125,万円
負債,70歳以上,2009000103,113,万円
負債,70歳以上,2009000406,101,万円
負債,70歳以上,2009000709,112,万円
負債,70歳以上,2009001012,137,万円
負債,70歳以上,2010000103,108,万円
負債,70歳以上,2010000406,106,万円
負債,70歳以上,2010000709,112,万円
負債,70歳以上,2010001012,104,万円
負債,70歳以上,2011000103,95,万円
負債,70歳以上,2011000406,84,万円
負債,70歳以上,2011000709,85,万円
負債,70歳以上,2011001012,97,万円
負債,70歳以上,2012000103,107,万円
負債,70歳以上,2012000406,90,万円
負債,70歳以上,2012000709,82,万円
負債,70歳以上,2012001012,105,万円
負債,70歳以上,2013000103,103,万円
負債,70歳以上,2013000406,79,万円
負債,70歳以上,2013000709,98,万円
負債,70歳以上,2013001012,93,万円
負債,70歳以上,2014000103,67,万円
負債,70歳以上,2014000406,76,万円
負債,70歳以上,2014000709,87,万円
負債,70歳以上,2014001012,81,万円
負債,70歳以上,2015000103,86,万円
負債,70歳以上,2015000406,89,万円
負債,70歳以上,2015000709,81,万円
負債,70歳以上,2015001012,78,万円
負債,70歳以上,2016000103,94,万円
負債,70歳以上,2016000406,115,万円
負債,70歳以上,2016000709,80,万円
負債,70歳以上,2016001012,70,万円
負債,70歳以上,2017000103,108,万円
負債,70歳以上,2017000406,125,万円
負債,70歳以上,2017000709,107,万円
負債,70歳以上,2017001012,146,万円
負債,70歳以上,2018000103,139,万円
負債,70歳以上,2018000406,101,万円
負債,70歳以上,2018000709,86,万円
負債,70歳以上,2018001012,90,万円
負債,70歳以上,2019000103,79,万円
負債,70歳以上,2019000406,69,万円
負債,70歳以上,2019000709,57,万円
負債,70歳以上,2019001012,76,万円
負債,70歳以上,2020000103,92,万円
負債,70歳以上,2020000406,102,万円
負債,70歳以上,2020000709,84,万円
負債,70歳以上,2020001012,67,万円
負債,70歳以上,2021000103,83,万円
負債,70歳以上,2021000406,89,万円
負債,70歳以上,2021000709,82,万円
負債,70歳以上,2021001012,88,万円
負債,70歳以上,2022000103,85,万円
負債,70歳以上,2022000406,78,万円
負債,70歳以上,2022000709,90,万円
負債,70歳以上,2022001012,109,万円
負債,70歳以上,2023000103,98,万円
負債,70歳以上,2023000406,68,万円
負債,70歳以上,2023000709,73,万円
負債,70歳以上,2023001012,73,万円
負債,70歳以上,2024000103,51,万円
負債,70歳以上,2024000406,53,万円
負債,70歳以上,2024000709,63,万円
負債,70歳以上,2024001012,58,万円
負債,70歳以上,2025000103,53,万円
負債,70歳以上,2025000406,80,万円
負債,70歳以上,2025000709,106,万円
負債,70歳以上,2025001012,85,万円
