項目,年齢階級,時期,値,単位
実収入,24歳以下,2000000101,273747,円
実収入,24歳以下,2000000202,301677,円
実収入,24歳以下,2000000303,338789,円
実収入,24歳以下,2000000404,319779,円
実収入,24歳以下,2000000505,297079,円
実収入,24歳以下,2000000606,307949,円
実収入,24歳以下,2000000707,354541,円
実収入,24歳以下,2000000808,339474,円
実収入,24歳以下,2000000909,274807,円
実収入,24歳以下,2000001010,287095,円
実収入,24歳以下,2000001111,304954,円
実収入,24歳以下,2000001212,435623,円
実収入,24歳以下,2001000101,290659,円
実収入,24歳以下,2001000202,292745,円
実収入,24歳以下,2001000303,283410,円
実収入,24歳以下,2001000404,337900,円
実収入,24歳以下,2001000505,346157,円
実収入,24歳以下,2001000606,535792,円
実収入,24歳以下,2001000707,417547,円
実収入,24歳以下,2001000808,411904,円
実収入,24歳以下,2001000909,313985,円
実収入,24歳以下,2001001010,240089,円
実収入,24歳以下,2001001111,256787,円
実収入,24歳以下,2001001212,409239,円
実収入,24歳以下,2002000101,236940,円
実収入,24歳以下,2002000202,243989,円
実収入,24歳以下,2002000303,300121,円
実収入,24歳以下,2002000404,292088,円
実収入,24歳以下,2002000505,323341,円
実収入,24歳以下,2002000606,341179,円
実収入,24歳以下,2002000707,338973,円
実収入,24歳以下,2002000808,311160,円
実収入,24歳以下,2002000909,293137,円
実収入,24歳以下,2002001010,285831,円
実収入,24歳以下,2002001111,280807,円
実収入,24歳以下,2002001212,430475,円
実収入,24歳以下,2003000101,280381,円
実収入,24歳以下,2003000202,286797,円
実収入,24歳以下,2003000303,256799,円
実収入,24歳以下,2003000404,283780,円
実収入,24歳以下,2003000505,252239,円
実収入,24歳以下,2003000606,474485,円
実収入,24歳以下,2003000707,429802,円
実収入,24歳以下,2003000808,271940,円
実収入,24歳以下,2003000909,363922,円
実収入,24歳以下,2003001010,296651,円
実収入,24歳以下,2003001111,309131,円
実収入,24歳以下,2003001212,520045,円
実収入,24歳以下,2004000101,325324,円
実収入,24歳以下,2004000202,303496,円
実収入,24歳以下,2004000303,276449,円
実収入,24歳以下,2004000404,303214,円
実収入,24歳以下,2004000505,269350,円
実収入,24歳以下,2004000606,339911,円
実収入,24歳以下,2004000707,319875,円
実収入,24歳以下,2004000808,228934,円
実収入,24歳以下,2004000909,238650,円
実収入,24歳以下,2004001010,255924,円
実収入,24歳以下,2004001111,275046,円
実収入,24歳以下,2004001212,371566,円
実収入,24歳以下,2005000101,280159,円
実収入,24歳以下,2005000202,288340,円
実収入,24歳以下,2005000303,298331,円
実収入,24歳以下,2005000404,277617,円
実収入,24歳以下,2005000505,250296,円
実収入,24歳以下,2005000606,280637,円
実収入,24歳以下,2005000707,305775,円
実収入,24歳以下,2005000808,302448,円
実収入,24歳以下,2005000909,245694,円
実収入,24歳以下,2005001010,254016,円
実収入,24歳以下,2005001111,250976,円
実収入,24歳以下,2005001212,446611,円
実収入,24歳以下,2006000101,273860,円
実収入,24歳以下,2006000202,253831,円
実収入,24歳以下,2006000303,280535,円
実収入,24歳以下,2006000404,356779,円
実収入,24歳以下,2006000505,339986,円
実収入,24歳以下,2006000606,353798,円
実収入,24歳以下,2006000707,440690,円
実収入,24歳以下,2006000808,402555,円
実収入,24歳以下,2006000909,265691,円
実収入,24歳以下,2006001010,240338,円
実収入,24歳以下,2006001111,238805,円
実収入,24歳以下,2006001212,330090,円
実収入,24歳以下,2007000101,290896,円
実収入,24歳以下,2007000202,252108,円
実収入,24歳以下,2007000303,273839,円
実収入,24歳以下,2007000404,283164,円
実収入,24歳以下,2007000505,220805,円
実収入,24歳以下,2007000606,334593,円
実収入,24歳以下,2007000707,258286,円
実収入,24歳以下,2007000808,298883,円
実収入,24歳以下,2007000909,277789,円
実収入,24歳以下,2007001010,281955,円
実収入,24歳以下,2007001111,276632,円
実収入,24歳以下,2007001212,458130,円
実収入,24歳以下,2008000101,324334,円
実収入,24歳以下,2008000202,309985,円
実収入,24歳以下,2008000303,283781,円
実収入,24歳以下,2008000404,231013,円
実収入,24歳以下,2008000505,253998,円
実収入,24歳以下,2008000606,235271,円
実収入,24歳以下,2008000707,250944,円
実収入,24歳以下,2008000808,224209,円
実収入,24歳以下,2008000909,226110,円
実収入,24歳以下,2008001010,235879,円
実収入,24歳以下,2008001111,214729,円
実収入,24歳以下,2008001212,291367,円
実収入,24歳以下,2009000101,220069,円
実収入,24歳以下,2009000202,281347,円
実収入,24歳以下,2009000303,198366,円
実収入,24歳以下,2009000404,248738,円
実収入,24歳以下,2009000505,232274,円
実収入,24歳以下,2009000606,334719,円
実収入,24歳以下,2009000707,312610,円
実収入,24歳以下,2009000808,285329,円
実収入,24歳以下,2009000909,277544,円
実収入,24歳以下,2009001010,287740,円
実収入,24歳以下,2009001111,280557,円
実収入,24歳以下,2009001212,483569,円
実収入,24歳以下,2010000101,297724,円
実収入,24歳以下,2010000202,272194,円
実収入,24歳以下,2010000303,278459,円
実収入,24歳以下,2010000404,280259,円
実収入,24歳以下,2010000505,264137,円
実収入,24歳以下,2010000606,358541,円
実収入,24歳以下,2010000707,343820,円
実収入,24歳以下,2010000808,254996,円
実収入,24歳以下,2010000909,306069,円
実収入,24歳以下,2010001010,287065,円
実収入,24歳以下,2010001111,281443,円
実収入,24歳以下,2010001212,470114,円
実収入,24歳以下,2011000101,272423,円
実収入,24歳以下,2011000202,379893,円
実収入,24歳以下,2011000303,290709,円
実収入,24歳以下,2011000404,323703,円
実収入,24歳以下,2011000505,280467,円
実収入,24歳以下,2011000606,315954,円
実収入,24歳以下,2011000707,380799,円
実収入,24歳以下,2011000808,207120,円
実収入,24歳以下,2011000909,187546,円
実収入,24歳以下,2011001010,192460,円
実収入,24歳以下,2011001111,224026,円
実収入,24歳以下,2011001212,387283,円
実収入,24歳以下,2012000101,295132,円
実収入,24歳以下,2012000202,320345,円
実収入,24歳以下,2012000303,417001,円
実収入,24歳以下,2012000404,265385,円
実収入,24歳以下,2012000505,285469,円
実収入,24歳以下,2012000606,291005,円
実収入,24歳以下,2012000707,289049,円
実収入,24歳以下,2012000808,264484,円
実収入,24歳以下,2012000909,278038,円
実収入,24歳以下,2012001010,344493,円
実収入,24歳以下,2012001111,274616,円
実収入,24歳以下,2012001212,371391,円
実収入,24歳以下,2013000101,298227,円
実収入,24歳以下,2013000202,260517,円
実収入,24歳以下,2013000303,313582,円
実収入,24歳以下,2013000404,272051,円
実収入,24歳以下,2013000505,258897,円
実収入,24歳以下,2013000606,484767,円
実収入,24歳以下,2013000707,280323,円
実収入,24歳以下,2013000808,249017,円
実収入,24歳以下,2013000909,233314,円
実収入,24歳以下,2013001010,232581,円
実収入,24歳以下,2013001111,227098,円
実収入,24歳以下,2013001212,481792,円
実収入,24歳以下,2014000101,258390,円
実収入,24歳以下,2014000202,269488,円
実収入,24歳以下,2014000303,302051,円
実収入,24歳以下,2014000404,319067,円
実収入,24歳以下,2014000505,285467,円
実収入,24歳以下,2014000606,277334,円
実収入,24歳以下,2014000707,346504,円
実収入,24歳以下,2014000808,186765,円
実収入,24歳以下,2014000909,240900,円
実収入,24歳以下,2014001010,256966,円
実収入,24歳以下,2014001111,303660,円
実収入,24歳以下,2014001212,624442,円
実収入,34歳以下,2015000101,368911,円
実収入,34歳以下,2015000202,387627,円
実収入,34歳以下,2015000303,394052,円
実収入,34歳以下,2015000404,410102,円
実収入,34歳以下,2015000505,399832,円
実収入,34歳以下,2015000606,659325,円
実収入,34歳以下,2015000707,526167,円
実収入,34歳以下,2015000808,389559,円
実収入,34歳以下,2015000909,377623,円
実収入,34歳以下,2015001010,423887,円
実収入,34歳以下,2015001111,364206,円
実収入,34歳以下,2015001212,720927,円
実収入,34歳以下,2016000101,378593,円
実収入,34歳以下,2016000202,412148,円
実収入,34歳以下,2016000303,422663,円
実収入,34歳以下,2016000404,398397,円
実収入,34歳以下,2016000505,377855,円
実収入,34歳以下,2016000606,616516,円
実収入,34歳以下,2016000707,481180,円
実収入,34歳以下,2016000808,394823,円
実収入,34歳以下,2016000909,375771,円
実収入,34歳以下,2016001010,414635,円
実収入,34歳以下,2016001111,369337,円
実収入,34歳以下,2016001212,724152,円
実収入,34歳以下,2017000101,396365,円
実収入,34歳以下,2017000202,393185,円
実収入,34歳以下,2017000303,380172,円
実収入,34歳以下,2017000404,398598,円
実収入,34歳以下,2017000505,385878,円
実収入,34歳以下,2017000606,628717,円
実収入,34歳以下,2017000707,519984,円
実収入,34歳以下,2017000808,409705,円
実収入,34歳以下,2017000909,382818,円
実収入,34歳以下,2017001010,428481,円
実収入,34歳以下,2017001111,393194,円
実収入,34歳以下,2017001212,770825,円
実収入,34歳以下,2018000101,389862,円
実収入,34歳以下,2018000202,450001,円
実収入,34歳以下,2018000303,411463,円
実収入,34歳以下,2018000404,404733,円
実収入,34歳以下,2018000505,396394,円
実収入,34歳以下,2018000606,663180,円
実収入,34歳以下,2018000707,551161,円
実収入,34歳以下,2018000808,396818,円
実収入,34歳以下,2018000909,393027,円
実収入,34歳以下,2018001010,464625,円
実収入,34歳以下,2018001111,399373,円
実収入,34歳以下,2018001212,831237,円
実収入,34歳以下,2019000101,436363,円
実収入,34歳以下,2019000202,467513,円
実収入,34歳以下,2019000303,427909,円
実収入,34歳以下,2019000404,456006,円
実収入,34歳以下,2019000505,419438,円
実収入,34歳以下,2019000606,713311,円
実収入,34歳以下,2019000707,569276,円
実収入,34歳以下,2019000808,423796,円
実収入,34歳以下,2019000909,412594,円
実収入,34歳以下,2019001010,498174,円
実収入,34歳以下,2019001111,444943,円
実収入,34歳以下,2019001212,978467,円
実収入,34歳以下,2020000101,457210,円
実収入,34歳以下,2020000202,475885,円
実収入,34歳以下,2020000303,451644,円
実収入,34歳以下,2020000404,442001,円
実収入,34歳以下,2020000505,444493,円
実収入,34歳以下,2020000606,970899,円
実収入,34歳以下,2020000707,653315,円
実収入,34歳以下,2020000808,440700,円
実収入,34歳以下,2020000909,431593,円
実収入,34歳以下,2020001010,492644,円
実収入,34歳以下,2020001111,444586,円
実収入,34歳以下,2020001212,913851,円
実収入,34歳以下,2021000101,438536,円
実収入,34歳以下,2021000202,477263,円
実収入,34歳以下,2021000303,468624,円
実収入,34歳以下,2021000404,460893,円
実収入,34歳以下,2021000505,461792,円
実収入,34歳以下,2021000606,778339,円
実収入,34歳以下,2021000707,594085,円
実収入,34歳以下,2021000808,467416,円
実収入,34歳以下,2021000909,449523,円
実収入,34歳以下,2021001010,495353,円
実収入,34歳以下,2021001111,464415,円
実収入,34歳以下,2021001212,1040212,円
実収入,34歳以下,2022000101,461773,円
実収入,34歳以下,2022000202,468886,円
実収入,34歳以下,2022000303,489685,円
実収入,34歳以下,2022000404,457399,円
実収入,34歳以下,2022000505,447000,円
実収入,34歳以下,2022000606,787219,円
実収入,34歳以下,2022000707,606981,円
実収入,34歳以下,2022000808,468344,円
実収入,34歳以下,2022000909,449071,円
実収入,34歳以下,2022001010,503340,円
実収入,34歳以下,2022001111,467408,円
実収入,34歳以下,2022001212,1114065,円
実収入,34歳以下,2023000101,474925,円
実収入,34歳以下,2023000202,492489,円
実収入,34歳以下,2023000303,500424,円
実収入,34歳以下,2023000404,489540,円
実収入,34歳以下,2023000505,457208,円
実収入,34歳以下,2023000606,792369,円
実収入,34歳以下,2023000707,554385,円
実収入,34歳以下,2023000808,457792,円
実収入,34歳以下,2023000909,463602,円
実収入,34歳以下,2023001010,477208,円
実収入,34歳以下,2023001111,455821,円
実収入,34歳以下,2023001212,988495,円
実収入,34歳以下,2024000101,479328,円
実収入,34歳以下,2024000202,491760,円
実収入,34歳以下,2024000303,457664,円
実収入,34歳以下,2024000404,492913,円
実収入,34歳以下,2024000505,475106,円
実収入,34歳以下,2024000606,843605,円
実収入,34歳以下,2024000707,632004,円
実収入,34歳以下,2024000808,491592,円
実収入,34歳以下,2024000909,502429,円
実収入,34歳以下,2024001010,537107,円
実収入,34歳以下,2024001111,525192,円
実収入,34歳以下,2024001212,1018144,円
実収入,34歳以下,2025000101,552417,円
実収入,34歳以下,2025000202,539729,円
実収入,34歳以下,2025000303,536986,円
実収入,34歳以下,2025000404,538284,円
実収入,34歳以下,2025000505,539070,円
実収入,34歳以下,2025000606,915394,円
実収入,34歳以下,2025000707,565924,円
実収入,34歳以下,2025000808,527627,円
実収入,34歳以下,2025000909,504286,円
実収入,34歳以下,2025001010,527541,円
実収入,34歳以下,2025001111,532379,円
実収入,34歳以下,2025001212,1189479,円
実収入,34歳以下,2026000101,566870,円
実収入,34歳以下,2026000202,550542,円
実収入,34歳以下,2026000303,541182,円
実収入,34歳以下,2026000404,558103,円
実収入,34歳以下,2026000505,522849,円
実収入,25～29歳,2000000101,360387,円
実収入,25～29歳,2000000202,351516,円
実収入,25～29歳,2000000303,374595,円
実収入,25～29歳,2000000404,347451,円
実収入,25～29歳,2000000505,357561,円
実収入,25～29歳,2000000606,513383,円
実収入,25～29歳,2000000707,500803,円
実収入,25～29歳,2000000808,380591,円
実収入,25～29歳,2000000909,344053,円
実収入,25～29歳,2000001010,353291,円
実収入,25～29歳,2000001111,350629,円
実収入,25～29歳,2000001212,691327,円
実収入,25～29歳,2001000101,345055,円
実収入,25～29歳,2001000202,334632,円
実収入,25～29歳,2001000303,365155,円
実収入,25～29歳,2001000404,357376,円
実収入,25～29歳,2001000505,329059,円
実収入,25～29歳,2001000606,458150,円
実収入,25～29歳,2001000707,445854,円
実収入,25～29歳,2001000808,341527,円
実収入,25～29歳,2001000909,322189,円
実収入,25～29歳,2001001010,321968,円
実収入,25～29歳,2001001111,332144,円
実収入,25～29歳,2001001212,675688,円
実収入,25～29歳,2002000101,350154,円
実収入,25～29歳,2002000202,331988,円
実収入,25～29歳,2002000303,353706,円
実収入,25～29歳,2002000404,337913,円
実収入,25～29歳,2002000505,337436,円
実収入,25～29歳,2002000606,434099,円
実収入,25～29歳,2002000707,434422,円
実収入,25～29歳,2002000808,374320,円
実収入,25～29歳,2002000909,342983,円
実収入,25～29歳,2002001010,334949,円
実収入,25～29歳,2002001111,329138,円
実収入,25～29歳,2002001212,626944,円
実収入,25～29歳,2003000101,345662,円
実収入,25～29歳,2003000202,332017,円
実収入,25～29歳,2003000303,331688,円
実収入,25～29歳,2003000404,331768,円
実収入,25～29歳,2003000505,321806,円
実収入,25～29歳,2003000606,515201,円
実収入,25～29歳,2003000707,420616,円
実収入,25～29歳,2003000808,339007,円
実収入,25～29歳,2003000909,350318,円
実収入,25～29歳,2003001010,341561,円
実収入,25～29歳,2003001111,338859,円
実収入,25～29歳,2003001212,617611,円
実収入,25～29歳,2004000101,357482,円
実収入,25～29歳,2004000202,354403,円
実収入,25～29歳,2004000303,357340,円
実収入,25～29歳,2004000404,365576,円
実収入,25～29歳,2004000505,347763,円
実収入,25～29歳,2004000606,517775,円
実収入,25～29歳,2004000707,466155,円
実収入,25～29歳,2004000808,368711,円
実収入,25～29歳,2004000909,344412,円
実収入,25～29歳,2004001010,340262,円
実収入,25～29歳,2004001111,332135,円
実収入,25～29歳,2004001212,641193,円
実収入,25～29歳,2005000101,358852,円
実収入,25～29歳,2005000202,358966,円
実収入,25～29歳,2005000303,349101,円
実収入,25～29歳,2005000404,341489,円
実収入,25～29歳,2005000505,332846,円
実収入,25～29歳,2005000606,518369,円
実収入,25～29歳,2005000707,393446,円
実収入,25～29歳,2005000808,336437,円
実収入,25～29歳,2005000909,320938,円
実収入,25～29歳,2005001010,327586,円
実収入,25～29歳,2005001111,342128,円
実収入,25～29歳,2005001212,573035,円
実収入,25～29歳,2006000101,330156,円
実収入,25～29歳,2006000202,329959,円
実収入,25～29歳,2006000303,317365,円
実収入,25～29歳,2006000404,343325,円
実収入,25～29歳,2006000505,335598,円
実収入,25～29歳,2006000606,409091,円
実収入,25～29歳,2006000707,451130,円
実収入,25～29歳,2006000808,353828,円
実収入,25～29歳,2006000909,325951,円
実収入,25～29歳,2006001010,339633,円
実収入,25～29歳,2006001111,333451,円
実収入,25～29歳,2006001212,645012,円
実収入,25～29歳,2007000101,363313,円
実収入,25～29歳,2007000202,347090,円
実収入,25～29歳,2007000303,344198,円
実収入,25～29歳,2007000404,339487,円
実収入,25～29歳,2007000505,354926,円
実収入,25～29歳,2007000606,452125,円
実収入,25～29歳,2007000707,498491,円
実収入,25～29歳,2007000808,393464,円
実収入,25～29歳,2007000909,366540,円
実収入,25～29歳,2007001010,365098,円
実収入,25～29歳,2007001111,351104,円
実収入,25～29歳,2007001212,672178,円
実収入,25～29歳,2008000101,368004,円
実収入,25～29歳,2008000202,340179,円
実収入,25～29歳,2008000303,341538,円
実収入,25～29歳,2008000404,327673,円
実収入,25～29歳,2008000505,347177,円
実収入,25～29歳,2008000606,518999,円
実収入,25～29歳,2008000707,516525,円
実収入,25～29歳,2008000808,347431,円
実収入,25～29歳,2008000909,377801,円
実収入,25～29歳,2008001010,348459,円
実収入,25～29歳,2008001111,361219,円
実収入,25～29歳,2008001212,671154,円
実収入,25～29歳,2009000101,344761,円
実収入,25～29歳,2009000202,351903,円
実収入,25～29歳,2009000303,327343,円
実収入,25～29歳,2009000404,332075,円
実収入,25～29歳,2009000505,340853,円
実収入,25～29歳,2009000606,467133,円
実収入,25～29歳,2009000707,411156,円
実収入,25～29歳,2009000808,339761,円
実収入,25～29歳,2009000909,322976,円
実収入,25～29歳,2009001010,332711,円
実収入,25～29歳,2009001111,328450,円
実収入,25～29歳,2009001212,699434,円
実収入,25～29歳,2010000101,376338,円
実収入,25～29歳,2010000202,346177,円
実収入,25～29歳,2010000303,333312,円
実収入,25～29歳,2010000404,329148,円
実収入,25～29歳,2010000505,333018,円
実収入,25～29歳,2010000606,469284,円
実収入,25～29歳,2010000707,352138,円
実収入,25～29歳,2010000808,341312,円
実収入,25～29歳,2010000909,324532,円
実収入,25～29歳,2010001010,364383,円
実収入,25～29歳,2010001111,335077,円
実収入,25～29歳,2010001212,629119,円
実収入,25～29歳,2011000101,358423,円
実収入,25～29歳,2011000202,382221,円
実収入,25～29歳,2011000303,324722,円
実収入,25～29歳,2011000404,387059,円
実収入,25～29歳,2011000505,340193,円
実収入,25～29歳,2011000606,467592,円
実収入,25～29歳,2011000707,434089,円
実収入,25～29歳,2011000808,352389,円
実収入,25～29歳,2011000909,333119,円
実収入,25～29歳,2011001010,359870,円
実収入,25～29歳,2011001111,336262,円
実収入,25～29歳,2011001212,587962,円
実収入,25～29歳,2012000101,323033,円
実収入,25～29歳,2012000202,371102,円
実収入,25～29歳,2012000303,341787,円
実収入,25～29歳,2012000404,330521,円
実収入,25～29歳,2012000505,326936,円
実収入,25～29歳,2012000606,578219,円
実収入,25～29歳,2012000707,405290,円
実収入,25～29歳,2012000808,338125,円
実収入,25～29歳,2012000909,320817,円
実収入,25～29歳,2012001010,372955,円
実収入,25～29歳,2012001111,328007,円
実収入,25～29歳,2012001212,603564,円
実収入,25～29歳,2013000101,353424,円
実収入,25～29歳,2013000202,393795,円
実収入,25～29歳,2013000303,355756,円
実収入,25～29歳,2013000404,383516,円
実収入,25～29歳,2013000505,359207,円
実収入,25～29歳,2013000606,635098,円
実収入,25～29歳,2013000707,435399,円
実収入,25～29歳,2013000808,363187,円
実収入,25～29歳,2013000909,389929,円
実収入,25～29歳,2013001010,391595,円
実収入,25～29歳,2013001111,348557,円
実収入,25～29歳,2013001212,586403,円
実収入,25～29歳,2014000101,331826,円
実収入,25～29歳,2014000202,383040,円
実収入,25～29歳,2014000303,326249,円
実収入,25～29歳,2014000404,333948,円
実収入,25～29歳,2014000505,343009,円
実収入,25～29歳,2014000606,552600,円
実収入,25～29歳,2014000707,502868,円
実収入,25～29歳,2014000808,356206,円
実収入,25～29歳,2014000909,319124,円
実収入,25～29歳,2014001010,372763,円
実収入,25～29歳,2014001111,342135,円
実収入,25～29歳,2014001212,631646,円
実収入,30～34歳,2000000101,415411,円
実収入,30～34歳,2000000202,404735,円
実収入,30～34歳,2000000303,421473,円
実収入,30～34歳,2000000404,414228,円
実収入,30～34歳,2000000505,404260,円
実収入,30～34歳,2000000606,611882,円
実収入,30～34歳,2000000707,565201,円
実収入,30～34歳,2000000808,401671,円
実収入,30～34歳,2000000909,379208,円
実収入,30～34歳,2000001010,397184,円
実収入,30～34歳,2000001111,394864,円
実収入,30～34歳,2000001212,851514,円
実収入,30～34歳,2001000101,408622,円
実収入,30～34歳,2001000202,387346,円
実収入,30～34歳,2001000303,407915,円
実収入,30～34歳,2001000404,414437,円
実収入,30～34歳,2001000505,392527,円
実収入,30～34歳,2001000606,653235,円
実収入,30～34歳,2001000707,512206,円
実収入,30～34歳,2001000808,408091,円
実収入,30～34歳,2001000909,404163,円
実収入,30～34歳,2001001010,406943,円
実収入,30～34歳,2001001111,395721,円
実収入,30～34歳,2001001212,898577,円
実収入,30～34歳,2002000101,409831,円
実収入,30～34歳,2002000202,406165,円
実収入,30～34歳,2002000303,433757,円
実収入,30～34歳,2002000404,401824,円
実収入,30～34歳,2002000505,390778,円
実収入,30～34歳,2002000606,616098,円
実収入,30～34歳,2002000707,517831,円
実収入,30～34歳,2002000808,401089,円
実収入,30～34歳,2002000909,388037,円
実収入,30～34歳,2002001010,430895,円
実収入,30～34歳,2002001111,391860,円
実収入,30～34歳,2002001212,820504,円
実収入,30～34歳,2003000101,381021,円
実収入,30～34歳,2003000202,389457,円
実収入,30～34歳,2003000303,387338,円
実収入,30～34歳,2003000404,393315,円
実収入,30～34歳,2003000505,384274,円
実収入,30～34歳,2003000606,605559,円
実収入,30～34歳,2003000707,519079,円
実収入,30～34歳,2003000808,406997,円
実収入,30～34歳,2003000909,378561,円
実収入,30～34歳,2003001010,392299,円
実収入,30～34歳,2003001111,405612,円
実収入,30～34歳,2003001212,829377,円
実収入,30～34歳,2004000101,393510,円
実収入,30～34歳,2004000202,390186,円
実収入,30～34歳,2004000303,395740,円
実収入,30～34歳,2004000404,410850,円
実収入,30～34歳,2004000505,391488,円
実収入,30～34歳,2004000606,588688,円
実収入,30～34歳,2004000707,528252,円
実収入,30～34歳,2004000808,397942,円
実収入,30～34歳,2004000909,386006,円
実収入,30～34歳,2004001010,415423,円
実収入,30～34歳,2004001111,386391,円
実収入,30～34歳,2004001212,758636,円
実収入,30～34歳,2005000101,395590,円
実収入,30～34歳,2005000202,414287,円
実収入,30～34歳,2005000303,396888,円
実収入,30～34歳,2005000404,406468,円
実収入,30～34歳,2005000505,400899,円
実収入,30～34歳,2005000606,640099,円
実収入,30～34歳,2005000707,508463,円
実収入,30～34歳,2005000808,380349,円
実収入,30～34歳,2005000909,364706,円
実収入,30～34歳,2005001010,383760,円
実収入,30～34歳,2005001111,382117,円
実収入,30～34歳,2005001212,734818,円
実収入,30～34歳,2006000101,383517,円
実収入,30～34歳,2006000202,384641,円
実収入,30～34歳,2006000303,374580,円
実収入,30～34歳,2006000404,388353,円
実収入,30～34歳,2006000505,385517,円
実収入,30～34歳,2006000606,552547,円
実収入,30～34歳,2006000707,524800,円
実収入,30～34歳,2006000808,393733,円
実収入,30～34歳,2006000909,382242,円
実収入,30～34歳,2006001010,387531,円
実収入,30～34歳,2006001111,388653,円
実収入,30～34歳,2006001212,826748,円
実収入,30～34歳,2007000101,398287,円
実収入,30～34歳,2007000202,386391,円
実収入,30～34歳,2007000303,386468,円
実収入,30～34歳,2007000404,376642,円
実収入,30～34歳,2007000505,366444,円
実収入,30～34歳,2007000606,581255,円
実収入,30～34歳,2007000707,503562,円
実収入,30～34歳,2007000808,380252,円
実収入,30～34歳,2007000909,370555,円
実収入,30～34歳,2007001010,379372,円
実収入,30～34歳,2007001111,378133,円
実収入,30～34歳,2007001212,736994,円
実収入,30～34歳,2008000101,354792,円
実収入,30～34歳,2008000202,392732,円
実収入,30～34歳,2008000303,386000,円
実収入,30～34歳,2008000404,393012,円
実収入,30～34歳,2008000505,384023,円
実収入,30～34歳,2008000606,579931,円
実収入,30～34歳,2008000707,506351,円
実収入,30～34歳,2008000808,408802,円
実収入,30～34歳,2008000909,383456,円
実収入,30～34歳,2008001010,400687,円
実収入,30～34歳,2008001111,388362,円
実収入,30～34歳,2008001212,731503,円
実収入,30～34歳,2009000101,398025,円
実収入,30～34歳,2009000202,391557,円
実収入,30～34歳,2009000303,389900,円
実収入,30～34歳,2009000404,386684,円
実収入,30～34歳,2009000505,381536,円
実収入,30～34歳,2009000606,562946,円
実収入,30～34歳,2009000707,511621,円
実収入,30～34歳,2009000808,393502,円
実収入,30～34歳,2009000909,357889,円
実収入,30～34歳,2009001010,372375,円
実収入,30～34歳,2009001111,355852,円
実収入,30～34歳,2009001212,700608,円
実収入,30～34歳,2010000101,378320,円
実収入,30～34歳,2010000202,376558,円
実収入,30～34歳,2010000303,385903,円
実収入,30～34歳,2010000404,382315,円
実収入,30～34歳,2010000505,361253,円
実収入,30～34歳,2010000606,582962,円
実収入,30～34歳,2010000707,481065,円
実収入,30～34歳,2010000808,368503,円
実収入,30～34歳,2010000909,357255,円
実収入,30～34歳,2010001010,428862,円
実収入,30～34歳,2010001111,391804,円
実収入,30～34歳,2010001212,747656,円
実収入,30～34歳,2011000101,377652,円
実収入,30～34歳,2011000202,427940,円
実収入,30～34歳,2011000303,363479,円
実収入,30～34歳,2011000404,356666,円
実収入,30～34歳,2011000505,347949,円
実収入,30～34歳,2011000606,555182,円
実収入,30～34歳,2011000707,457893,円
実収入,30～34歳,2011000808,396689,円
実収入,30～34歳,2011000909,372006,円
実収入,30～34歳,2011001010,427225,円
実収入,30～34歳,2011001111,376851,円
実収入,30～34歳,2011001212,775420,円
実収入,30～34歳,2012000101,381052,円
実収入,30～34歳,2012000202,408750,円
実収入,30～34歳,2012000303,400612,円
実収入,30～34歳,2012000404,401655,円
実収入,30～34歳,2012000505,370614,円
実収入,30～34歳,2012000606,588610,円
実収入,30～34歳,2012000707,502000,円
実収入,30～34歳,2012000808,410345,円
実収入,30～34歳,2012000909,378898,円
実収入,30～34歳,2012001010,430111,円
実収入,30～34歳,2012001111,384824,円
実収入,30～34歳,2012001212,783439,円
実収入,30～34歳,2013000101,381088,円
実収入,30～34歳,2013000202,420393,円
実収入,30～34歳,2013000303,387874,円
実収入,30～34歳,2013000404,388581,円
実収入,30～34歳,2013000505,390778,円
実収入,30～34歳,2013000606,616668,円
実収入,30～34歳,2013000707,536727,円
実収入,30～34歳,2013000808,394410,円
実収入,30～34歳,2013000909,386844,円
実収入,30～34歳,2013001010,435219,円
実収入,30～34歳,2013001111,388901,円
実収入,30～34歳,2013001212,792093,円
実収入,30～34歳,2014000101,403954,円
実収入,30～34歳,2014000202,432971,円
実収入,30～34歳,2014000303,389261,円
実収入,30～34歳,2014000404,401893,円
実収入,30～34歳,2014000505,379969,円
実収入,30～34歳,2014000606,628141,円
実収入,30～34歳,2014000707,528922,円
実収入,30～34歳,2014000808,384029,円
実収入,30～34歳,2014000909,368840,円
実収入,30～34歳,2014001010,407907,円
実収入,30～34歳,2014001111,363800,円
実収入,30～34歳,2014001212,713132,円
実収入,35～39歳,2000000101,438714,円
実収入,35～39歳,2000000202,450321,円
実収入,35～39歳,2000000303,488064,円
実収入,35～39歳,2000000404,464648,円
実収入,35～39歳,2000000505,453709,円
実収入,35～39歳,2000000606,784807,円
実収入,35～39歳,2000000707,610428,円
実収入,35～39歳,2000000808,458769,円
実収入,35～39歳,2000000909,424706,円
実収入,35～39歳,2000001010,442632,円
実収入,35～39歳,2000001111,418156,円
実収入,35～39歳,2000001212,971598,円
実収入,35～39歳,2001000101,436885,円
実収入,35～39歳,2001000202,421966,円
実収入,35～39歳,2001000303,468504,円
実収入,35～39歳,2001000404,478863,円
実収入,35～39歳,2001000505,439213,円
実収入,35～39歳,2001000606,751020,円
実収入,35～39歳,2001000707,594555,円
実収入,35～39歳,2001000808,473961,円
実収入,35～39歳,2001000909,434529,円
