項目,年齢階級,時期,値,単位
可処分所得,40～44歳,2018001010,419435,円
可処分所得,40～44歳,2018001111,390718,円
可処分所得,40～44歳,2018001212,865008,円
可処分所得,40～44歳,2019000101,402437,円
可処分所得,40～44歳,2019000202,434228,円
可処分所得,40～44歳,2019000303,411170,円
可処分所得,40～44歳,2019000404,415367,円
可処分所得,40～44歳,2019000505,351325,円
可処分所得,40～44歳,2019000606,675520,円
可処分所得,40～44歳,2019000707,583488,円
可処分所得,40～44歳,2019000808,422633,円
可処分所得,40～44歳,2019000909,405424,円
可処分所得,40～44歳,2019001010,439476,円
可処分所得,40～44歳,2019001111,412336,円
可処分所得,40～44歳,2019001212,966533,円
可処分所得,40～44歳,2020000101,424294,円
可処分所得,40～44歳,2020000202,448600,円
可処分所得,40～44歳,2020000303,429662,円
可処分所得,40～44歳,2020000404,424825,円
可処分所得,40～44歳,2020000505,420719,円
可処分所得,40～44歳,2020000606,886730,円
可処分所得,40～44歳,2020000707,637494,円
可処分所得,40～44歳,2020000808,432196,円
可処分所得,40～44歳,2020000909,411008,円
可処分所得,40～44歳,2020001010,467153,円
可処分所得,40～44歳,2020001111,426568,円
可処分所得,40～44歳,2020001212,894151,円
可処分所得,40～44歳,2021000101,432976,円
可処分所得,40～44歳,2021000202,464062,円
可処分所得,40～44歳,2021000303,433766,円
可処分所得,40～44歳,2021000404,427307,円
可処分所得,40～44歳,2021000505,390399,円
可処分所得,40～44歳,2021000606,761983,円
可処分所得,40～44歳,2021000707,566045,円
可処分所得,40～44歳,2021000808,478029,円
可処分所得,40～44歳,2021000909,418174,円
可処分所得,40～44歳,2021001010,472583,円
可処分所得,40～44歳,2021001111,425477,円
可処分所得,40～44歳,2021001212,1001188,円
可処分所得,40～44歳,2022000101,441112,円
可処分所得,40～44歳,2022000202,460363,円
可処分所得,40～44歳,2022000303,453793,円
可処分所得,40～44歳,2022000404,417557,円
可処分所得,40～44歳,2022000505,378098,円
可処分所得,40～44歳,2022000606,741082,円
可処分所得,40～44歳,2022000707,555028,円
可処分所得,40～44歳,2022000808,477690,円
可処分所得,40～44歳,2022000909,432649,円
可処分所得,40～44歳,2022001010,478854,円
可処分所得,40～44歳,2022001111,433912,円
可処分所得,40～44歳,2022001212,1020157,円
可処分所得,40～44歳,2023000101,440901,円
可処分所得,40～44歳,2023000202,464867,円
可処分所得,40～44歳,2023000303,440011,円
可処分所得,40～44歳,2023000404,436948,円
可処分所得,40～44歳,2023000505,398756,円
可処分所得,40～44歳,2023000606,789674,円
可処分所得,40～44歳,2023000707,574370,円
可処分所得,40～44歳,2023000808,442779,円
可処分所得,40～44歳,2023000909,432995,円
可処分所得,40～44歳,2023001010,474424,円
可処分所得,40～44歳,2023001111,427195,円
可処分所得,40～44歳,2023001212,953325,円
可処分所得,40～44歳,2024000101,443013,円
可処分所得,40～44歳,2024000202,462372,円
可処分所得,40～44歳,2024000303,456150,円
可処分所得,40～44歳,2024000404,452611,円
可処分所得,40～44歳,2024000505,407872,円
可処分所得,40～44歳,2024000606,870753,円
可処分所得,40～44歳,2024000707,678666,円
可処分所得,40～44歳,2024000808,470361,円
可処分所得,40～44歳,2024000909,424591,円
可処分所得,40～44歳,2024001010,507141,円
可処分所得,40～44歳,2024001111,466501,円
可処分所得,40～44歳,2024001212,1137093,円
可処分所得,40～44歳,2025000101,467862,円
可処分所得,40～44歳,2025000202,499399,円
可処分所得,40～44歳,2025000303,491754,円
可処分所得,40～44歳,2025000404,503294,円
可処分所得,40～44歳,2025000505,443182,円
可処分所得,40～44歳,2025000606,906021,円
可処分所得,40～44歳,2025000707,621403,円
可処分所得,40～44歳,2025000808,531411,円
可処分所得,40～44歳,2025000909,453901,円
可処分所得,40～44歳,2025001010,487587,円
可処分所得,40～44歳,2025001111,451471,円
可処分所得,40～44歳,2025001212,1097494,円
可処分所得,40～44歳,2026000101,475891,円
可処分所得,40～44歳,2026000202,499827,円
可処分所得,40～44歳,2026000303,506869,円
可処分所得,40～44歳,2026000404,509451,円
可処分所得,40～44歳,2026000505,488165,円
可処分所得,45～49歳,2000000101,437902,円
可処分所得,45～49歳,2000000202,435742,円
可処分所得,45～49歳,2000000303,466612,円
可処分所得,45～49歳,2000000404,461929,円
可処分所得,45～49歳,2000000505,381631,円
可処分所得,45～49歳,2000000606,676384,円
可処分所得,45～49歳,2000000707,619930,円
可処分所得,45～49歳,2000000808,458012,円
可処分所得,45～49歳,2000000909,419691,円
可処分所得,45～49歳,2000001010,443262,円
可処分所得,45～49歳,2000001111,428905,円
可処分所得,45～49歳,2000001212,1097283,円
可処分所得,45～49歳,2001000101,425723,円
可処分所得,45～49歳,2001000202,433544,円
可処分所得,45～49歳,2001000303,467773,円
可処分所得,45～49歳,2001000404,422774,円
可処分所得,45～49歳,2001000505,387916,円
可処分所得,45～49歳,2001000606,759726,円
可処分所得,45～49歳,2001000707,582237,円
可処分所得,45～49歳,2001000808,440540,円
可処分所得,45～49歳,2001000909,411480,円
可処分所得,45～49歳,2001001010,437352,円
可処分所得,45～49歳,2001001111,418724,円
可処分所得,45～49歳,2001001212,985637,円
可処分所得,45～49歳,2002000101,414771,円
可処分所得,45～49歳,2002000202,415343,円
可処分所得,45～49歳,2002000303,450294,円
可処分所得,45～49歳,2002000404,411523,円
可処分所得,45～49歳,2002000505,367757,円
可処分所得,45～49歳,2002000606,748828,円
可処分所得,45～49歳,2002000707,524505,円
可処分所得,45～49歳,2002000808,428692,円
可処分所得,45～49歳,2002000909,400628,円
可処分所得,45～49歳,2002001010,411771,円
可処分所得,45～49歳,2002001111,415676,円
可処分所得,45～49歳,2002001212,977325,円
可処分所得,45～49歳,2003000101,409116,円
可処分所得,45～49歳,2003000202,393890,円
可処分所得,45～49歳,2003000303,435061,円
可処分所得,45～49歳,2003000404,420254,円
可処分所得,45～49歳,2003000505,379549,円
可処分所得,45～49歳,2003000606,709593,円
可処分所得,45～49歳,2003000707,535247,円
可処分所得,45～49歳,2003000808,436403,円
可処分所得,45～49歳,2003000909,407892,円
可処分所得,45～49歳,2003001010,434563,円
可処分所得,45～49歳,2003001111,418994,円
可処分所得,45～49歳,2003001212,973573,円
可処分所得,45～49歳,2004000101,445906,円
可処分所得,45～49歳,2004000202,459720,円
可処分所得,45～49歳,2004000303,457875,円
可処分所得,45～49歳,2004000404,442687,円
可処分所得,45～49歳,2004000505,405120,円
可処分所得,45～49歳,2004000606,707534,円
可処分所得,45～49歳,2004000707,652888,円
可処分所得,45～49歳,2004000808,434086,円
可処分所得,45～49歳,2004000909,421817,円
可処分所得,45～49歳,2004001010,434172,円
可処分所得,45～49歳,2004001111,437880,円
可処分所得,45～49歳,2004001212,958746,円
可処分所得,45～49歳,2005000101,437268,円
可処分所得,45～49歳,2005000202,426858,円
可処分所得,45～49歳,2005000303,442570,円
可処分所得,45～49歳,2005000404,448568,円
可処分所得,45～49歳,2005000505,380673,円
可処分所得,45～49歳,2005000606,690285,円
可処分所得,45～49歳,2005000707,557055,円
可処分所得,45～49歳,2005000808,424640,円
可処分所得,45～49歳,2005000909,404917,円
可処分所得,45～49歳,2005001010,430151,円
可処分所得,45～49歳,2005001111,416095,円
可処分所得,45～49歳,2005001212,948093,円
可処分所得,45～49歳,2006000101,428177,円
可処分所得,45～49歳,2006000202,430038,円
可処分所得,45～49歳,2006000303,422873,円
可処分所得,45～49歳,2006000404,436124,円
可処分所得,45～49歳,2006000505,377436,円
可処分所得,45～49歳,2006000606,670181,円
可処分所得,45～49歳,2006000707,643382,円
可処分所得,45～49歳,2006000808,453414,円
可処分所得,45～49歳,2006000909,414250,円
可処分所得,45～49歳,2006001010,432327,円
可処分所得,45～49歳,2006001111,421537,円
可処分所得,45～49歳,2006001212,953829,円
可処分所得,45～49歳,2007000101,427583,円
可処分所得,45～49歳,2007000202,441818,円
可処分所得,45～49歳,2007000303,446307,円
可処分所得,45～49歳,2007000404,448040,円
可処分所得,45～49歳,2007000505,386534,円
可処分所得,45～49歳,2007000606,681684,円
可処分所得,45～49歳,2007000707,571103,円
可処分所得,45～49歳,2007000808,425398,円
可処分所得,45～49歳,2007000909,412298,円
可処分所得,45～49歳,2007001010,432712,円
可処分所得,45～49歳,2007001111,414347,円
可処分所得,45～49歳,2007001212,958543,円
可処分所得,45～49歳,2008000101,428227,円
可処分所得,45～49歳,2008000202,431186,円
可処分所得,45～49歳,2008000303,437524,円
可処分所得,45～49歳,2008000404,427298,円
可処分所得,45～49歳,2008000505,389860,円
可処分所得,45～49歳,2008000606,702790,円
可処分所得,45～49歳,2008000707,594364,円
可処分所得,45～49歳,2008000808,454424,円
可処分所得,45～49歳,2008000909,416017,円
可処分所得,45～49歳,2008001010,435560,円
可処分所得,45～49歳,2008001111,422088,円
可処分所得,45～49歳,2008001212,971613,円
可処分所得,45～49歳,2009000101,423344,円
可処分所得,45～49歳,2009000202,407642,円
可処分所得,45～49歳,2009000303,405341,円
可処分所得,45～49歳,2009000404,416762,円
可処分所得,45～49歳,2009000505,386471,円
可処分所得,45～49歳,2009000606,644257,円
可処分所得,45～49歳,2009000707,546441,円
可処分所得,45～49歳,2009000808,416302,円
可処分所得,45～49歳,2009000909,390830,円
可処分所得,45～49歳,2009001010,417715,円
可処分所得,45～49歳,2009001111,404283,円
可処分所得,45～49歳,2009001212,905575,円
可処分所得,45～49歳,2010000101,419565,円
可処分所得,45～49歳,2010000202,427734,円
可処分所得,45～49歳,2010000303,425876,円
可処分所得,45～49歳,2010000404,419658,円
可処分所得,45～49歳,2010000505,390256,円
可処分所得,45～49歳,2010000606,717600,円
可処分所得,45～49歳,2010000707,535772,円
可処分所得,45～49歳,2010000808,424365,円
可処分所得,45～49歳,2010000909,396086,円
可処分所得,45～49歳,2010001010,456917,円
可処分所得,45～49歳,2010001111,399723,円
可処分所得,45～49歳,2010001212,923727,円
可処分所得,45～49歳,2011000101,407076,円
可処分所得,45～49歳,2011000202,443755,円
可処分所得,45～49歳,2011000303,410378,円
可処分所得,45～49歳,2011000404,415275,円
可処分所得,45～49歳,2011000505,357649,円
可処分所得,45～49歳,2011000606,637759,円
可処分所得,45～49歳,2011000707,530309,円
可処分所得,45～49歳,2011000808,410149,円
可処分所得,45～49歳,2011000909,393722,円
可処分所得,45～49歳,2011001010,447715,円
可処分所得,45～49歳,2011001111,415396,円
可処分所得,45～49歳,2011001212,886817,円
可処分所得,45～49歳,2012000101,412483,円
可処分所得,45～49歳,2012000202,430182,円
可処分所得,45～49歳,2012000303,412560,円
可処分所得,45～49歳,2012000404,407676,円
可処分所得,45～49歳,2012000505,346740,円
可処分所得,45～49歳,2012000606,601229,円
可処分所得,45～49歳,2012000707,488106,円
可処分所得,45～49歳,2012000808,391331,円
可処分所得,45～49歳,2012000909,376583,円
可処分所得,45～49歳,2012001010,412871,円
可処分所得,45～49歳,2012001111,385310,円
可処分所得,45～49歳,2012001212,838948,円
可処分所得,45～49歳,2013000101,406608,円
可処分所得,45～49歳,2013000202,416114,円
可処分所得,45～49歳,2013000303,402556,円
可処分所得,45～49歳,2013000404,408481,円
可処分所得,45～49歳,2013000505,363574,円
可処分所得,45～49歳,2013000606,665914,円
可処分所得,45～49歳,2013000707,539478,円
可処分所得,45～49歳,2013000808,409914,円
可処分所得,45～49歳,2013000909,398372,円
可処分所得,45～49歳,2013001010,439703,円
可処分所得,45～49歳,2013001111,412840,円
可処分所得,45～49歳,2013001212,894572,円
可処分所得,45～49歳,2014000101,417162,円
可処分所得,45～49歳,2014000202,425030,円
可処分所得,45～49歳,2014000303,406741,円
可処分所得,45～49歳,2014000404,392393,円
可処分所得,45～49歳,2014000505,355953,円
可処分所得,45～49歳,2014000606,627262,円
可処分所得,45～49歳,2014000707,482043,円
可処分所得,45～49歳,2014000808,403126,円
可処分所得,45～49歳,2014000909,380400,円
可処分所得,45～49歳,2014001010,415458,円
可処分所得,45～49歳,2014001111,394688,円
可処分所得,45～49歳,2014001212,904047,円
可処分所得,45～49歳,2015000101,423550,円
可処分所得,45～49歳,2015000202,424944,円
可処分所得,45～49歳,2015000303,417849,円
可処分所得,45～49歳,2015000404,399467,円
可処分所得,45～49歳,2015000505,367009,円
可処分所得,45～49歳,2015000606,645635,円
可処分所得,45～49歳,2015000707,555511,円
可処分所得,45～49歳,2015000808,419055,円
可処分所得,45～49歳,2015000909,387362,円
可処分所得,45～49歳,2015001010,433864,円
可処分所得,45～49歳,2015001111,381243,円
可処分所得,45～49歳,2015001212,874418,円
可処分所得,45～49歳,2016000101,411472,円
可処分所得,45～49歳,2016000202,401662,円
可処分所得,45～49歳,2016000303,400144,円
可処分所得,45～49歳,2016000404,416326,円
可処分所得,45～49歳,2016000505,352044,円
可処分所得,45～49歳,2016000606,635024,円
可処分所得,45～49歳,2016000707,547553,円
可処分所得,45～49歳,2016000808,420822,円
可処分所得,45～49歳,2016000909,375818,円
可処分所得,45～49歳,2016001010,411474,円
可処分所得,45～49歳,2016001111,395161,円
可処分所得,45～49歳,2016001212,848963,円
可処分所得,45～49歳,2017000101,420561,円
可処分所得,45～49歳,2017000202,424128,円
可処分所得,45～49歳,2017000303,426585,円
可処分所得,45～49歳,2017000404,420719,円
可処分所得,45～49歳,2017000505,362680,円
可処分所得,45～49歳,2017000606,712406,円
可処分所得,45～49歳,2017000707,569305,円
可処分所得,45～49歳,2017000808,429181,円
可処分所得,45～49歳,2017000909,410698,円
可処分所得,45～49歳,2017001010,451836,円
可処分所得,45～49歳,2017001111,423052,円
可処分所得,45～49歳,2017001212,942469,円
可処分所得,45～49歳,2018000101,418039,円
可処分所得,45～49歳,2018000202,434900,円
可処分所得,45～49歳,2018000303,418448,円
可処分所得,45～49歳,2018000404,423923,円
可処分所得,45～49歳,2018000505,366631,円
可処分所得,45～49歳,2018000606,759735,円
可処分所得,45～49歳,2018000707,568309,円
可処分所得,45～49歳,2018000808,427911,円
可処分所得,45～49歳,2018000909,408153,円
可処分所得,45～49歳,2018001010,442110,円
可処分所得,45～49歳,2018001111,425881,円
可処分所得,45～49歳,2018001212,955489,円
可処分所得,45～49歳,2019000101,427521,円
可処分所得,45～49歳,2019000202,450048,円
可処分所得,45～49歳,2019000303,432902,円
可処分所得,45～49歳,2019000404,456564,円
可処分所得,45～49歳,2019000505,394955,円
可処分所得,45～49歳,2019000606,817065,円
可処分所得,45～49歳,2019000707,566011,円
可処分所得,45～49歳,2019000808,427404,円
可処分所得,45～49歳,2019000909,401436,円
可処分所得,45～49歳,2019001010,450606,円
可処分所得,45～49歳,2019001111,420668,円
可処分所得,45～49歳,2019001212,948974,円
可処分所得,45～49歳,2020000101,461071,円
可処分所得,45～49歳,2020000202,479548,円
可処分所得,45～49歳,2020000303,460027,円
可処分所得,45～49歳,2020000404,435526,円
可処分所得,45～49歳,2020000505,434473,円
可処分所得,45～49歳,2020000606,977727,円
可処分所得,45～49歳,2020000707,625216,円
可処分所得,45～49歳,2020000808,453251,円
可処分所得,45～49歳,2020000909,427150,円
可処分所得,45～49歳,2020001010,474010,円
可処分所得,45～49歳,2020001111,411338,円
可処分所得,45～49歳,2020001212,941387,円
可処分所得,45～49歳,2021000101,430384,円
可処分所得,45～49歳,2021000202,440051,円
可処分所得,45～49歳,2021000303,418041,円
可処分所得,45～49歳,2021000404,445928,円
可処分所得,45～49歳,2021000505,402589,円
可処分所得,45～49歳,2021000606,774378,円
可処分所得,45～49歳,2021000707,619426,円
可処分所得,45～49歳,2021000808,461544,円
可処分所得,45～49歳,2021000909,428812,円
可処分所得,45～49歳,2021001010,478879,円
可処分所得,45～49歳,2021001111,436808,円
可処分所得,45～49歳,2021001212,1048154,円
可処分所得,45～49歳,2022000101,449846,円
可処分所得,45～49歳,2022000202,458192,円
可処分所得,45～49歳,2022000303,458631,円
可処分所得,45～49歳,2022000404,434427,円
可処分所得,45～49歳,2022000505,402284,円
可処分所得,45～49歳,2022000606,789534,円
可処分所得,45～49歳,2022000707,572532,円
可処分所得,45～49歳,2022000808,480747,円
可処分所得,45～49歳,2022000909,452110,円
可処分所得,45～49歳,2022001010,476246,円
可処分所得,45～49歳,2022001111,453537,円
可処分所得,45～49歳,2022001212,1090313,円
可処分所得,45～49歳,2023000101,458972,円
可処分所得,45～49歳,2023000202,483103,円
可処分所得,45～49歳,2023000303,458519,円
可処分所得,45～49歳,2023000404,488114,円
可処分所得,45～49歳,2023000505,395152,円
可処分所得,45～49歳,2023000606,790410,円
可処分所得,45～49歳,2023000707,616099,円
可処分所得,45～49歳,2023000808,437438,円
可処分所得,45～49歳,2023000909,445494,円
可処分所得,45～49歳,2023001010,468848,円
可処分所得,45～49歳,2023001111,448791,円
可処分所得,45～49歳,2023001212,1003974,円
可処分所得,45～49歳,2024000101,438585,円
可処分所得,45～49歳,2024000202,482837,円
可処分所得,45～49歳,2024000303,481571,円
可処分所得,45～49歳,2024000404,460419,円
可処分所得,45～49歳,2024000505,422343,円
可処分所得,45～49歳,2024000606,912517,円
可処分所得,45～49歳,2024000707,670944,円
可処分所得,45～49歳,2024000808,499165,円
可処分所得,45～49歳,2024000909,442220,円
可処分所得,45～49歳,2024001010,508130,円
可処分所得,45～49歳,2024001111,491158,円
可処分所得,45～49歳,2024001212,1107383,円
可処分所得,45～49歳,2025000101,455948,円
可処分所得,45～49歳,2025000202,468528,円
可処分所得,45～49歳,2025000303,479805,円
可処分所得,45～49歳,2025000404,485273,円
可処分所得,45～49歳,2025000505,436228,円
可処分所得,45～49歳,2025000606,781168,円
可処分所得,45～49歳,2025000707,652317,円
可処分所得,45～49歳,2025000808,524543,円
可処分所得,45～49歳,2025000909,454620,円
可処分所得,45～49歳,2025001010,541386,円
可処分所得,45～49歳,2025001111,491580,円
可処分所得,45～49歳,2025001212,1164899,円
可処分所得,45～49歳,2026000101,508626,円
可処分所得,45～49歳,2026000202,516906,円
可処分所得,45～49歳,2026000303,526771,円
可処分所得,45～49歳,2026000404,501865,円
可処分所得,45～49歳,2026000505,443684,円
可処分所得,50～54歳,2000000101,455210,円
可処分所得,50～54歳,2000000202,460444,円
可処分所得,50～54歳,2000000303,510547,円
可処分所得,50～54歳,2000000404,469699,円
可処分所得,50～54歳,2000000505,408446,円
可処分所得,50～54歳,2000000606,775956,円
可処分所得,50～54歳,2000000707,662294,円
可処分所得,50～54歳,2000000808,469610,円
可処分所得,50～54歳,2000000909,430281,円
可処分所得,50～54歳,2000001010,443488,円
可処分所得,50～54歳,2000001111,428936,円
可処分所得,50～54歳,2000001212,1037180,円
可処分所得,50～54歳,2001000101,434212,円
可処分所得,50～54歳,2001000202,443821,円
可処分所得,50～54歳,2001000303,477234,円
可処分所得,50～54歳,2001000404,445047,円
可処分所得,50～54歳,2001000505,414210,円
可処分所得,50～54歳,2001000606,746727,円
可処分所得,50～54歳,2001000707,649610,円
可処分所得,50～54歳,2001000808,464109,円
可処分所得,50～54歳,2001000909,432249,円
可処分所得,50～54歳,2001001010,449776,円
可処分所得,50～54歳,2001001111,452352,円
可処分所得,50～54歳,2001001212,1062130,円
可処分所得,50～54歳,2002000101,441139,円
可処分所得,50～54歳,2002000202,440318,円
可処分所得,50～54歳,2002000303,495894,円
可処分所得,50～54歳,2002000404,426763,円
可処分所得,50～54歳,2002000505,399675,円
可処分所得,50～54歳,2002000606,736570,円
可処分所得,50～54歳,2002000707,562352,円
可処分所得,50～54歳,2002000808,444149,円
可処分所得,50～54歳,2002000909,435967,円
可処分所得,50～54歳,2002001010,433488,円
可処分所得,50～54歳,2002001111,431240,円
可処分所得,50～54歳,2002001212,966593,円
可処分所得,50～54歳,2003000101,413646,円
可処分所得,50～54歳,2003000202,415457,円
可処分所得,50～54歳,2003000303,426235,円
可処分所得,50～54歳,2003000404,427770,円
可処分所得,50～54歳,2003000505,386522,円
可処分所得,50～54歳,2003000606,678988,円
可処分所得,50～54歳,2003000707,557185,円
可処分所得,50～54歳,2003000808,431590,円
可処分所得,50～54歳,2003000909,413245,円
可処分所得,50～54歳,2003001010,423595,円
可処分所得,50～54歳,2003001111,426130,円
可処分所得,50～54歳,2003001212,972992,円
可処分所得,50～54歳,2004000101,445109,円
可処分所得,50～54歳,2004000202,430086,円
可処分所得,50～54歳,2004000303,423187,円
可処分所得,50～54歳,2004000404,429731,円
可処分所得,50～54歳,2004000505,387639,円
可処分所得,50～54歳,2004000606,666277,円
可処分所得,50～54歳,2004000707,538166,円
可処分所得,50～54歳,2004000808,444863,円
可処分所得,50～54歳,2004000909,424546,円
可処分所得,50～54歳,2004001010,432071,円
可処分所得,50～54歳,2004001111,422335,円
可処分所得,50～54歳,2004001212,935297,円
可処分所得,50～54歳,2005000101,429551,円
可処分所得,50～54歳,2005000202,425217,円
可処分所得,50～54歳,2005000303,433739,円
可処分所得,50～54歳,2005000404,457277,円
可処分所得,50～54歳,2005000505,402413,円
可処分所得,50～54歳,2005000606,667429,円
可処分所得,50～54歳,2005000707,576662,円
可処分所得,50～54歳,2005000808,429001,円
可処分所得,50～54歳,2005000909,419336,円
可処分所得,50～54歳,2005001010,442148,円
可処分所得,50～54歳,2005001111,413849,円
可処分所得,50～54歳,2005001212,905023,円
可処分所得,50～54歳,2006000101,434308,円
可処分所得,50～54歳,2006000202,434712,円
可処分所得,50～54歳,2006000303,426160,円
可処分所得,50～54歳,2006000404,441467,円
可処分所得,50～54歳,2006000505,382565,円
可処分所得,50～54歳,2006000606,679645,円
可処分所得,50～54歳,2006000707,576325,円
可処分所得,50～54歳,2006000808,446905,円
可処分所得,50～54歳,2006000909,408336,円
可処分所得,50～54歳,2006001010,411505,円
可処分所得,50～54歳,2006001111,417455,円
可処分所得,50～54歳,2006001212,927590,円
可処分所得,50～54歳,2007000101,409992,円
可処分所得,50～54歳,2007000202,434375,円
可処分所得,50～54歳,2007000303,434973,円
可処分所得,50～54歳,2007000404,438450,円
可処分所得,50～54歳,2007000505,393548,円
可処分所得,50～54歳,2007000606,750054,円
可処分所得,50～54歳,2007000707,585024,円
可処分所得,50～54歳,2007000808,436772,円
可処分所得,50～54歳,2007000909,421776,円
可処分所得,50～54歳,2007001010,437842,円
可処分所得,50～54歳,2007001111,424449,円
可処分所得,50～54歳,2007001212,979788,円
可処分所得,50～54歳,2008000101,433408,円
可処分所得,50～54歳,2008000202,449436,円
可処分所得,50～54歳,2008000303,454109,円
可処分所得,50～54歳,2008000404,428851,円
可処分所得,50～54歳,2008000505,395303,円
可処分所得,50～54歳,2008000606,738851,円
可処分所得,50～54歳,2008000707,551875,円
可処分所得,50～54歳,2008000808,472349,円
可処分所得,50～54歳,2008000909,427679,円
可処分所得,50～54歳,2008001010,441797,円
可処分所得,50～54歳,2008001111,431284,円
可処分所得,50～54歳,2008001212,981902,円
可処分所得,50～54歳,2009000101,421203,円
可処分所得,50～54歳,2009000202,449477,円
可処分所得,50～54歳,2009000303,454541,円
可処分所得,50～54歳,2009000404,446102,円
可処分所得,50～54歳,2009000505,407624,円
可処分所得,50～54歳,2009000606,665761,円
可処分所得,50～54歳,2009000707,593023,円
可処分所得,50～54歳,2009000808,432806,円
可処分所得,50～54歳,2009000909,392123,円
可処分所得,50～54歳,2009001010,421820,円
可処分所得,50～54歳,2009001111,399376,円
可処分所得,50～54歳,2009001212,937147,円
可処分所得,50～54歳,2010000101,420278,円
可処分所得,50～54歳,2010000202,438785,円
可処分所得,50～54歳,2010000303,422506,円
可処分所得,50～54歳,2010000404,402960,円
可処分所得,50～54歳,2010000505,363569,円
可処分所得,50～54歳,2010000606,701886,円
可処分所得,50～54歳,2010000707,555680,円
可処分所得,50～54歳,2010000808,432788,円
可処分所得,50～54歳,2010000909,431887,円
可処分所得,50～54歳,2010001010,451414,円
可処分所得,50～54歳,2010001111,420127,円
可処分所得,50～54歳,2010001212,947850,円
可処分所得,50～54歳,2011000101,412386,円
可処分所得,50～54歳,2011000202,408766,円
可処分所得,50～54歳,2011000303,402376,円
可処分所得,50～54歳,2011000404,405320,円
可処分所得,50～54歳,2011000505,345709,円
可処分所得,50～54歳,2011000606,623217,円
可処分所得,50～54歳,2011000707,558706,円
可処分所得,50～54歳,2011000808,427023,円
可処分所得,50～54歳,2011000909,420379,円
可処分所得,50～54歳,2011001010,431717,円
可処分所得,50～54歳,2011001111,424257,円
可処分所得,50～54歳,2011001212,941297,円
可処分所得,50～54歳,2012000101,431271,円
可処分所得,50～54歳,2012000202,443224,円
可処分所得,50～54歳,2012000303,419126,円
可処分所得,50～54歳,2012000404,416633,円
可処分所得,50～54歳,2012000505,363027,円
可処分所得,50～54歳,2012000606,694913,円
可処分所得,50～54歳,2012000707,554310,円
可処分所得,50～54歳,2012000808,446987,円
可処分所得,50～54歳,2012000909,419923,円
可処分所得,50～54歳,2012001010,433347,円
可処分所得,50～54歳,2012001111,426993,円
可処分所得,50～54歳,2012001212,885257,円
可処分所得,50～54歳,2013000101,418447,円
可処分所得,50～54歳,2013000202,418117,円
可処分所得,50～54歳,2013000303,440551,円
可処分所得,50～54歳,2013000404,442691,円
可処分所得,50～54歳,2013000505,381933,円
可処分所得,50～54歳,2013000606,669972,円
可処分所得,50～54歳,2013000707,532173,円
可処分所得,50～54歳,2013000808,427693,円
可処分所得,50～54歳,2013000909,411716,円
可処分所得,50～54歳,2013001010,421846,円
可処分所得,50～54歳,2013001111,412835,円
可処分所得,50～54歳,2013001212,934980,円
可処分所得,50～54歳,2014000101,409586,円
可処分所得,50～54歳,2014000202,414756,円
可処分所得,50～54歳,2014000303,411295,円
可処分所得,50～54歳,2014000404,402429,円
可処分所得,50～54歳,2014000505,381570,円
可処分所得,50～54歳,2014000606,691059,円
可処分所得,50～54歳,2014000707,536516,円
可処分所得,50～54歳,2014000808,425857,円
可処分所得,50～54歳,2014000909,407925,円
可処分所得,50～54歳,2014001010,428891,円
可処分所得,50～54歳,2014001111,419826,円
可処分所得,50～54歳,2014001212,919034,円
可処分所得,50～54歳,2015000101,402497,円
可処分所得,50～54歳,2015000202,413980,円
可処分所得,50～54歳,2015000303,417948,円
可処分所得,50～54歳,2015000404,419364,円
可処分所得,50～54歳,2015000505,384150,円
可処分所得,50～54歳,2015000606,698407,円
可処分所得,50～54歳,2015000707,532738,円
可処分所得,50～54歳,2015000808,416301,円
可処分所得,50～54歳,2015000909,376415,円
可処分所得,50～54歳,2015001010,411318,円
可処分所得,50～54歳,2015001111,387580,円
可処分所得,50～54歳,2015001212,829338,円
可処分所得,50～54歳,2016000101,404211,円
可処分所得,50～54歳,2016000202,415083,円
可処分所得,50～54歳,2016000303,434586,円
可処分所得,50～54歳,2016000404,434510,円
可処分所得,50～54歳,2016000505,371984,円
可処分所得,50～54歳,2016000606,732490,円
可処分所得,50～54歳,2016000707,571133,円
可処分所得,50～54歳,2016000808,435792,円
可処分所得,50～54歳,2016000909,415724,円
可処分所得,50～54歳,2016001010,423070,円
可処分所得,50～54歳,2016001111,424504,円
可処分所得,50～54歳,2016001212,901435,円
可処分所得,50～54歳,2017000101,420772,円
可処分所得,50～54歳,2017000202,429189,円
可処分所得,50～54歳,2017000303,424909,円
可処分所得,50～54歳,2017000404,401519,円
可処分所得,50～54歳,2017000505,352328,円
可処分所得,50～54歳,2017000606,670243,円
可処分所得,50～54歳,2017000707,575899,円
可処分所得,50～54歳,2017000808,427538,円
可処分所得,50～54歳,2017000909,429298,円
可処分所得,50～54歳,2017001010,439309,円
可処分所得,50～54歳,2017001111,435555,円
可処分所得,50～54歳,2017001212,926035,円
可処分所得,50～54歳,2018000101,413121,円
可処分所得,50～54歳,2018000202,457138,円
可処分所得,50～54歳,2018000303,435268,円
可処分所得,50～54歳,2018000404,443577,円
可処分所得,50～54歳,2018000505,382720,円
可処分所得,50～54歳,2018000606,739478,円
可処分所得,50～54歳,2018000707,563452,円
可処分所得,50～54歳,2018000808,460021,円
可処分所得,50～54歳,2018000909,428903,円
可処分所得,50～54歳,2018001010,456923,円
