項目,年齢階級,時期,値,単位
生命保険など,40～49歳,2002000709,445,万円
生命保険など,40～49歳,2002001012,439,万円
生命保険など,40～49歳,2003000103,424,万円
生命保険など,40～49歳,2003000406,420,万円
生命保険など,40～49歳,2003000709,421,万円
生命保険など,40～49歳,2003001012,397,万円
生命保険など,40～49歳,2004000103,398,万円
生命保険など,40～49歳,2004000406,441,万円
生命保険など,40～49歳,2004000709,426,万円
生命保険など,40～49歳,2004001012,397,万円
生命保険など,40～49歳,2005000103,368,万円
生命保険など,40～49歳,2005000406,383,万円
生命保険など,40～49歳,2005000709,400,万円
生命保険など,40～49歳,2005001012,377,万円
生命保険など,40～49歳,2006000103,363,万円
生命保険など,40～49歳,2006000406,383,万円
生命保険など,40～49歳,2006000709,379,万円
生命保険など,40～49歳,2006001012,375,万円
生命保険など,40～49歳,2007000103,350,万円
生命保険など,40～49歳,2007000406,350,万円
生命保険など,40～49歳,2007000709,359,万円
生命保険など,40～49歳,2007001012,352,万円
生命保険など,40～49歳,2008000103,345,万円
生命保険など,40～49歳,2008000406,349,万円
生命保険など,40～49歳,2008000709,367,万円
生命保険など,40～49歳,2008001012,366,万円
生命保険など,40～49歳,2009000103,339,万円
生命保険など,40～49歳,2009000406,352,万円
生命保険など,40～49歳,2009000709,348,万円
生命保険など,40～49歳,2009001012,345,万円
生命保険など,40～49歳,2010000103,344,万円
生命保険など,40～49歳,2010000406,310,万円
生命保険など,40～49歳,2010000709,301,万円
生命保険など,40～49歳,2010001012,322,万円
生命保険など,40～49歳,2011000103,326,万円
生命保険など,40～49歳,2011000406,346,万円
生命保険など,40～49歳,2011000709,329,万円
生命保険など,40～49歳,2011001012,306,万円
生命保険など,40～49歳,2012000103,301,万円
生命保険など,40～49歳,2012000406,303,万円
生命保険など,40～49歳,2012000709,271,万円
生命保険など,40～49歳,2012001012,271,万円
生命保険など,40～49歳,2013000103,288,万円
生命保険など,40～49歳,2013000406,282,万円
生命保険など,40～49歳,2013000709,263,万円
生命保険など,40～49歳,2013001012,269,万円
生命保険など,40～49歳,2014000103,276,万円
生命保険など,40～49歳,2014000406,260,万円
生命保険など,40～49歳,2014000709,270,万円
生命保険など,40～49歳,2014001012,254,万円
生命保険など,40～49歳,2015000103,250,万円
生命保険など,40～49歳,2015000406,258,万円
生命保険など,40～49歳,2015000709,243,万円
生命保険など,40～49歳,2015001012,263,万円
生命保険など,40～49歳,2016000103,291,万円
生命保険など,40～49歳,2016000406,289,万円
生命保険など,40～49歳,2016000709,263,万円
生命保険など,40～49歳,2016001012,262,万円
生命保険など,40～49歳,2017000103,263,万円
生命保険など,40～49歳,2017000406,255,万円
生命保険など,40～49歳,2017000709,255,万円
生命保険など,40～49歳,2017001012,264,万円
生命保険など,40～49歳,2018000103,256,万円
生命保険など,40～49歳,2018000406,246,万円
生命保険など,40～49歳,2018000709,228,万円
生命保険など,40～49歳,2018001012,228,万円
生命保険など,40～49歳,2019000103,216,万円
生命保険など,40～49歳,2019000406,229,万円
生命保険など,40～49歳,2019000709,247,万円
生命保険など,40～49歳,2019001012,244,万円
生命保険など,40～49歳,2020000103,242,万円
生命保険など,40～49歳,2020000406,250,万円
生命保険など,40～49歳,2020000709,264,万円
生命保険など,40～49歳,2020001012,235,万円
生命保険など,40～49歳,2021000103,231,万円
生命保険など,40～49歳,2021000406,242,万円
生命保険など,40～49歳,2021000709,231,万円
生命保険など,40～49歳,2021001012,247,万円
生命保険など,40～49歳,2022000103,257,万円
生命保険など,40～49歳,2022000406,275,万円
生命保険など,40～49歳,2022000709,242,万円
生命保険など,40～49歳,2022001012,237,万円
生命保険など,40～49歳,2023000103,258,万円
生命保険など,40～49歳,2023000406,243,万円
生命保険など,40～49歳,2023000709,228,万円
生命保険など,40～49歳,2023001012,221,万円
生命保険など,40～49歳,2024000103,231,万円
生命保険など,40～49歳,2024000406,246,万円
生命保険など,40～49歳,2024000709,235,万円
生命保険など,40～49歳,2024001012,242,万円
生命保険など,40～49歳,2025000103,255,万円
生命保険など,40～49歳,2025000406,241,万円
生命保険など,40～49歳,2025000709,243,万円
生命保険など,40～49歳,2025001012,251,万円
生命保険など,50～59歳,2002000103,611,万円
生命保険など,50～59歳,2002000406,578,万円
生命保険など,50～59歳,2002000709,514,万円
生命保険など,50～59歳,2002001012,497,万円
生命保険など,50～59歳,2003000103,535,万円
生命保険など,50～59歳,2003000406,574,万円
生命保険など,50～59歳,2003000709,541,万円
生命保険など,50～59歳,2003001012,502,万円
生命保険など,50～59歳,2004000103,509,万円
生命保険など,50～59歳,2004000406,511,万円
生命保険など,50～59歳,2004000709,513,万円
生命保険など,50～59歳,2004001012,500,万円
生命保険など,50～59歳,2005000103,483,万円
生命保険など,50～59歳,2005000406,470,万円
生命保険など,50～59歳,2005000709,498,万円
生命保険など,50～59歳,2005001012,527,万円
生命保険など,50～59歳,2006000103,525,万円
生命保険など,50～59歳,2006000406,510,万円
生命保険など,50～59歳,2006000709,500,万円
生命保険など,50～59歳,2006001012,511,万円
生命保険など,50～59歳,2007000103,492,万円
生命保険など,50～59歳,2007000406,463,万円
生命保険など,50～59歳,2007000709,479,万円
生命保険など,50～59歳,2007001012,482,万円
生命保険など,50～59歳,2008000103,480,万円
生命保険など,50～59歳,2008000406,467,万円
生命保険など,50～59歳,2008000709,443,万円
生命保険など,50～59歳,2008001012,465,万円
生命保険など,50～59歳,2009000103,488,万円
生命保険など,50～59歳,2009000406,464,万円
生命保険など,50～59歳,2009000709,433,万円
生命保険など,50～59歳,2009001012,456,万円
生命保険など,50～59歳,2010000103,485,万円
生命保険など,50～59歳,2010000406,503,万円
生命保険など,50～59歳,2010000709,516,万円
生命保険など,50～59歳,2010001012,474,万円
生命保険など,50～59歳,2011000103,432,万円
生命保険など,50～59歳,2011000406,452,万円
生命保険など,50～59歳,2011000709,493,万円
生命保険など,50～59歳,2011001012,499,万円
生命保険など,50～59歳,2012000103,458,万円
生命保険など,50～59歳,2012000406,444,万円
生命保険など,50～59歳,2012000709,484,万円
生命保険など,50～59歳,2012001012,516,万円
生命保険など,50～59歳,2013000103,484,万円
生命保険など,50～59歳,2013000406,454,万円
生命保険など,50～59歳,2013000709,451,万円
生命保険など,50～59歳,2013001012,435,万円
生命保険など,50～59歳,2014000103,429,万円
生命保険など,50～59歳,2014000406,447,万円
生命保険など,50～59歳,2014000709,415,万円
生命保険など,50～59歳,2014001012,451,万円
生命保険など,50～59歳,2015000103,478,万円
生命保険など,50～59歳,2015000406,499,万円
生命保険など,50～59歳,2015000709,464,万円
生命保険など,50～59歳,2015001012,426,万円
生命保険など,50～59歳,2016000103,482,万円
生命保険など,50～59歳,2016000406,492,万円
生命保険など,50～59歳,2016000709,460,万円
生命保険など,50～59歳,2016001012,442,万円
生命保険など,50～59歳,2017000103,442,万円
生命保険など,50～59歳,2017000406,460,万円
生命保険など,50～59歳,2017000709,479,万円
生命保険など,50～59歳,2017001012,492,万円
生命保険など,50～59歳,2018000103,484,万円
生命保険など,50～59歳,2018000406,469,万円
生命保険など,50～59歳,2018000709,455,万円
生命保険など,50～59歳,2018001012,462,万円
生命保険など,50～59歳,2019000103,456,万円
生命保険など,50～59歳,2019000406,403,万円
生命保険など,50～59歳,2019000709,409,万円
生命保険など,50～59歳,2019001012,421,万円
生命保険など,50～59歳,2020000103,402,万円
生命保険など,50～59歳,2020000406,399,万円
生命保険など,50～59歳,2020000709,409,万円
生命保険など,50～59歳,2020001012,381,万円
生命保険など,50～59歳,2021000103,386,万円
生命保険など,50～59歳,2021000406,438,万円
生命保険など,50～59歳,2021000709,408,万円
生命保険など,50～59歳,2021001012,391,万円
生命保険など,50～59歳,2022000103,423,万円
生命保険など,50～59歳,2022000406,444,万円
生命保険など,50～59歳,2022000709,449,万円
生命保険など,50～59歳,2022001012,406,万円
生命保険など,50～59歳,2023000103,362,万円
生命保険など,50～59歳,2023000406,368,万円
生命保険など,50～59歳,2023000709,382,万円
生命保険など,50～59歳,2023001012,403,万円
生命保険など,50～59歳,2024000103,400,万円
生命保険など,50～59歳,2024000406,380,万円
生命保険など,50～59歳,2024000709,394,万円
生命保険など,50～59歳,2024001012,413,万円
生命保険など,50～59歳,2025000103,395,万円
生命保険など,50～59歳,2025000406,381,万円
生命保険など,50～59歳,2025000709,401,万円
生命保険など,50～59歳,2025001012,399,万円
生命保険など,60～69歳,2002000103,657,万円
生命保険など,60～69歳,2002000406,566,万円
生命保険など,60～69歳,2002000709,531,万円
生命保険など,60～69歳,2002001012,570,万円
生命保険など,60～69歳,2003000103,587,万円
生命保険など,60～69歳,2003000406,575,万円
生命保険など,60～69歳,2003000709,566,万円
生命保険など,60～69歳,2003001012,572,万円
生命保険など,60～69歳,2004000103,592,万円
生命保険など,60～69歳,2004000406,598,万円
生命保険など,60～69歳,2004000709,612,万円
生命保険など,60～69歳,2004001012,610,万円
生命保険など,60～69歳,2005000103,609,万円
生命保険など,60～69歳,2005000406,547,万円
生命保険など,60～69歳,2005000709,533,万円
生命保険など,60～69歳,2005001012,537,万円
生命保険など,60～69歳,2006000103,590,万円
生命保険など,60～69歳,2006000406,634,万円
生命保険など,60～69歳,2006000709,601,万円
生命保険など,60～69歳,2006001012,553,万円
生命保険など,60～69歳,2007000103,549,万円
生命保険など,60～69歳,2007000406,614,万円
生命保険など,60～69歳,2007000709,625,万円
生命保険など,60～69歳,2007001012,592,万円
生命保険など,60～69歳,2008000103,549,万円
生命保険など,60～69歳,2008000406,486,万円
生命保険など,60～69歳,2008000709,476,万円
生命保険など,60～69歳,2008001012,523,万円
生命保険など,60～69歳,2009000103,511,万円
生命保険など,60～69歳,2009000406,500,万円
生命保険など,60～69歳,2009000709,481,万円
生命保険など,60～69歳,2009001012,463,万円
生命保険など,60～69歳,2010000103,498,万円
生命保険など,60～69歳,2010000406,473,万円
生命保険など,60～69歳,2010000709,444,万円
生命保険など,60～69歳,2010001012,522,万円
生命保険など,60～69歳,2011000103,558,万円
生命保険など,60～69歳,2011000406,500,万円
生命保険など,60～69歳,2011000709,518,万円
生命保険など,60～69歳,2011001012,553,万円
生命保険など,60～69歳,2012000103,498,万円
生命保険など,60～69歳,2012000406,495,万円
生命保険など,60～69歳,2012000709,502,万円
生命保険など,60～69歳,2012001012,468,万円
生命保険など,60～69歳,2013000103,521,万円
生命保険など,60～69歳,2013000406,523,万円
生命保険など,60～69歳,2013000709,505,万円
生命保険など,60～69歳,2013001012,559,万円
生命保険など,60～69歳,2014000103,564,万円
生命保険など,60～69歳,2014000406,538,万円
生命保険など,60～69歳,2014000709,504,万円
生命保険など,60～69歳,2014001012,475,万円
生命保険など,60～69歳,2015000103,518,万円
生命保険など,60～69歳,2015000406,526,万円
生命保険など,60～69歳,2015000709,511,万円
生命保険など,60～69歳,2015001012,541,万円
生命保険など,60～69歳,2016000103,520,万円
生命保険など,60～69歳,2016000406,480,万円
生命保険など,60～69歳,2016000709,503,万円
生命保険など,60～69歳,2016001012,534,万円
生命保険など,60～69歳,2017000103,526,万円
生命保険など,60～69歳,2017000406,528,万円
生命保険など,60～69歳,2017000709,555,万円
生命保険など,60～69歳,2017001012,513,万円
生命保険など,60～69歳,2018000103,510,万円
生命保険など,60～69歳,2018000406,512,万円
生命保険など,60～69歳,2018000709,502,万円
生命保険など,60～69歳,2018001012,476,万円
生命保険など,60～69歳,2019000103,463,万円
生命保険など,60～69歳,2019000406,473,万円
生命保険など,60～69歳,2019000709,513,万円
生命保険など,60～69歳,2019001012,530,万円
生命保険など,60～69歳,2020000103,531,万円
生命保険など,60～69歳,2020000406,503,万円
生命保険など,60～69歳,2020000709,477,万円
生命保険など,60～69歳,2020001012,487,万円
生命保険など,60～69歳,2021000103,510,万円
生命保険など,60～69歳,2021000406,520,万円
生命保険など,60～69歳,2021000709,481,万円
生命保険など,60～69歳,2021001012,442,万円
生命保険など,60～69歳,2022000103,460,万円
生命保険など,60～69歳,2022000406,464,万円
生命保険など,60～69歳,2022000709,485,万円
生命保険など,60～69歳,2022001012,476,万円
生命保険など,60～69歳,2023000103,433,万円
生命保険など,60～69歳,2023000406,497,万円
生命保険など,60～69歳,2023000709,491,万円
生命保険など,60～69歳,2023001012,438,万円
生命保険など,60～69歳,2024000103,455,万円
生命保険など,60～69歳,2024000406,466,万円
生命保険など,60～69歳,2024000709,466,万円
生命保険など,60～69歳,2024001012,516,万円
生命保険など,60～69歳,2025000103,488,万円
生命保険など,60～69歳,2025000406,463,万円
生命保険など,60～69歳,2025000709,534,万円
生命保険など,60～69歳,2025001012,503,万円
生命保険など,70歳以上,2002000103,423,万円
生命保険など,70歳以上,2002000406,423,万円
生命保険など,70歳以上,2002000709,462,万円
生命保険など,70歳以上,2002001012,454,万円
生命保険など,70歳以上,2003000103,436,万円
生命保険など,70歳以上,2003000406,436,万円
生命保険など,70歳以上,2003000709,431,万円
生命保険など,70歳以上,2003001012,429,万円
生命保険など,70歳以上,2004000103,417,万円
生命保険など,70歳以上,2004000406,420,万円
生命保険など,70歳以上,2004000709,478,万円
生命保険など,70歳以上,2004001012,491,万円
生命保険など,70歳以上,2005000103,497,万円
生命保険など,70歳以上,2005000406,507,万円
生命保険など,70歳以上,2005000709,460,万円
生命保険など,70歳以上,2005001012,429,万円
生命保険など,70歳以上,2006000103,439,万円
生命保険など,70歳以上,2006000406,418,万円
生命保険など,70歳以上,2006000709,419,万円
生命保険など,70歳以上,2006001012,441,万円
生命保険など,70歳以上,2007000103,431,万円
生命保険など,70歳以上,2007000406,413,万円
生命保険など,70歳以上,2007000709,398,万円
生命保険など,70歳以上,2007001012,383,万円
生命保険など,70歳以上,2008000103,406,万円
生命保険など,70歳以上,2008000406,390,万円
生命保険など,70歳以上,2008000709,385,万円
生命保険など,70歳以上,2008001012,401,万円
生命保険など,70歳以上,2009000103,430,万円
生命保険など,70歳以上,2009000406,400,万円
生命保険など,70歳以上,2009000709,409,万円
生命保険など,70歳以上,2009001012,399,万円
生命保険など,70歳以上,2010000103,396,万円
生命保険など,70歳以上,2010000406,413,万円
生命保険など,70歳以上,2010000709,397,万円
生命保険など,70歳以上,2010001012,388,万円
生命保険など,70歳以上,2011000103,398,万円
生命保険など,70歳以上,2011000406,407,万円
生命保険など,70歳以上,2011000709,405,万円
生命保険など,70歳以上,2011001012,378,万円
生命保険など,70歳以上,2012000103,365,万円
生命保険など,70歳以上,2012000406,377,万円
生命保険など,70歳以上,2012000709,371,万円
生命保険など,70歳以上,2012001012,368,万円
生命保険など,70歳以上,2013000103,414,万円
生命保険など,70歳以上,2013000406,415,万円
生命保険など,70歳以上,2013000709,390,万円
生命保険など,70歳以上,2013001012,380,万円
生命保険など,70歳以上,2014000103,372,万円
生命保険など,70歳以上,2014000406,399,万円
生命保険など,70歳以上,2014000709,436,万円
生命保険など,70歳以上,2014001012,422,万円
生命保険など,70歳以上,2015000103,419,万円
生命保険など,70歳以上,2015000406,393,万円
生命保険など,70歳以上,2015000709,361,万円
生命保険など,70歳以上,2015001012,346,万円
生命保険など,70歳以上,2016000103,371,万円
生命保険など,70歳以上,2016000406,415,万円
生命保険など,70歳以上,2016000709,431,万円
生命保険など,70歳以上,2016001012,375,万円
生命保険など,70歳以上,2017000103,363,万円
生命保険など,70歳以上,2017000406,385,万円
生命保険など,70歳以上,2017000709,381,万円
生命保険など,70歳以上,2017001012,392,万円
生命保険など,70歳以上,2018000103,407,万円
生命保険など,70歳以上,2018000406,383,万円
生命保険など,70歳以上,2018000709,341,万円
生命保険など,70歳以上,2018001012,337,万円
生命保険など,70歳以上,2019000103,334,万円
生命保険など,70歳以上,2019000406,343,万円
生命保険など,70歳以上,2019000709,355,万円
生命保険など,70歳以上,2019001012,376,万円
生命保険など,70歳以上,2020000103,382,万円
生命保険など,70歳以上,2020000406,390,万円
生命保険など,70歳以上,2020000709,399,万円
生命保険など,70歳以上,2020001012,399,万円
生命保険など,70歳以上,2021000103,404,万円
生命保険など,70歳以上,2021000406,408,万円
生命保険など,70歳以上,2021000709,401,万円
生命保険など,70歳以上,2021001012,374,万円
生命保険など,70歳以上,2022000103,382,万円
生命保険など,70歳以上,2022000406,395,万円
生命保険など,70歳以上,2022000709,396,万円
生命保険など,70歳以上,2022001012,423,万円
生命保険など,70歳以上,2023000103,426,万円
生命保険など,70歳以上,2023000406,402,万円
生命保険など,70歳以上,2023000709,444,万円
生命保険など,70歳以上,2023001012,392,万円
生命保険など,70歳以上,2024000103,361,万円
生命保険など,70歳以上,2024000406,368,万円
生命保険など,70歳以上,2024000709,368,万円
生命保険など,70歳以上,2024001012,391,万円
生命保険など,70歳以上,2025000103,412,万円
生命保険など,70歳以上,2025000406,408,万円
生命保険など,70歳以上,2025000709,441,万円
生命保険など,70歳以上,2025001012,424,万円
有価証券,29歳以下,2002000103,9,万円
有価証券,29歳以下,2002000406,8,万円
有価証券,29歳以下,2002000709,9,万円
有価証券,29歳以下,2002001012,8,万円
有価証券,29歳以下,2003000103,3,万円
有価証券,29歳以下,2003000406,2,万円
有価証券,29歳以下,2003000709,9,万円
有価証券,29歳以下,2003001012,15,万円
有価証券,29歳以下,2004000103,17,万円
有価証券,29歳以下,2004000406,16,万円
有価証券,29歳以下,2004000709,10,万円
有価証券,29歳以下,2004001012,7,万円
有価証券,29歳以下,2005000103,4,万円
有価証券,29歳以下,2005000406,4,万円
有価証券,29歳以下,2005000709,11,万円
有価証券,29歳以下,2005001012,16,万円
有価証券,29歳以下,2006000103,12,万円
有価証券,29歳以下,2006000406,9,万円
有価証券,29歳以下,2006000709,13,万円
有価証券,29歳以下,2006001012,15,万円
有価証券,29歳以下,2007000103,39,万円
有価証券,29歳以下,2007000406,18,万円
有価証券,29歳以下,2007000709,7,万円
有価証券,29歳以下,2007001012,5,万円
有価証券,29歳以下,2008000103,4,万円
有価証券,29歳以下,2008000406,14,万円
有価証券,29歳以下,2008000709,23,万円
有価証券,29歳以下,2008001012,24,万円
有価証券,29歳以下,2009000103,20,万円
有価証券,29歳以下,2009000406,16,万円
有価証券,29歳以下,2009000709,19,万円
有価証券,29歳以下,2009001012,10,万円
有価証券,29歳以下,2010000103,12,万円
有価証券,29歳以下,2010000406,14,万円
有価証券,29歳以下,2010000709,15,万円
有価証券,29歳以下,2010001012,31,万円
有価証券,29歳以下,2011000103,24,万円
有価証券,29歳以下,2011000406,9,万円
有価証券,29歳以下,2011000709,10,万円
有価証券,29歳以下,2011001012,7,万円
有価証券,29歳以下,2012000103,9,万円
有価証券,29歳以下,2012000406,7,万円
有価証券,29歳以下,2012000709,3,万円
有価証券,29歳以下,2012001012,5,万円
有価証券,29歳以下,2013000103,7,万円
有価証券,29歳以下,2013000406,7,万円
有価証券,29歳以下,2013000709,11,万円
有価証券,29歳以下,2013001012,39,万円
有価証券,29歳以下,2014000103,31,万円
有価証券,29歳以下,2014000406,19,万円
有価証券,29歳以下,2014000709,5,万円
有価証券,29歳以下,2014001012,3,万円
有価証券,29歳以下,2015000103,6,万円
有価証券,29歳以下,2015000406,6,万円
有価証券,29歳以下,2015000709,8,万円
有価証券,29歳以下,2015001012,9,万円
有価証券,29歳以下,2016000103,10,万円
有価証券,29歳以下,2016000406,12,万円
有価証券,29歳以下,2016000709,17,万円
有価証券,29歳以下,2016001012,22,万円
有価証券,29歳以下,2017000103,17,万円
有価証券,29歳以下,2017000406,7,万円
有価証券,29歳以下,2017000709,6,万円
有価証券,29歳以下,2017001012,6,万円
有価証券,29歳以下,2018000103,11,万円
有価証券,29歳以下,2018000406,15,万円
有価証券,29歳以下,2018000709,13,万円
有価証券,29歳以下,2018001012,41,万円
有価証券,29歳以下,2019000103,41,万円
有価証券,29歳以下,2019000406,14,万円
有価証券,29歳以下,2019000709,9,万円
有価証券,29歳以下,2019001012,5,万円
有価証券,29歳以下,2020000103,10,万円
有価証券,29歳以下,2020000406,15,万円
有価証券,29歳以下,2020000709,21,万円
有価証券,29歳以下,2020001012,47,万円
有価証券,29歳以下,2021000103,74,万円
有価証券,29歳以下,2021000406,43,万円
有価証券,29歳以下,2021000709,17,万円
有価証券,29歳以下,2021001012,74,万円
有価証券,29歳以下,2022000103,152,万円
有価証券,29歳以下,2022000406,90,万円
有価証券,29歳以下,2022000709,34,万円
有価証券,29歳以下,2022001012,65,万円
有価証券,29歳以下,2023000103,86,万円
有価証券,29歳以下,2023000406,55,万円
有価証券,29歳以下,2023000709,40,万円
有価証券,29歳以下,2023001012,62,万円
有価証券,29歳以下,2024000103,74,万円
有価証券,29歳以下,2024000406,110,万円
有価証券,29歳以下,2024000709,211,万円
有価証券,29歳以下,2024001012,165,万円
有価証券,29歳以下,2025000103,155,万円
有価証券,29歳以下,2025000406,94,万円
有価証券,29歳以下,2025000709,107,万円
有価証券,29歳以下,2025001012,127,万円
有価証券,30～39歳,2002000103,39,万円
有価証券,30～39歳,2002000406,53,万円
有価証券,30～39歳,2002000709,57,万円
有価証券,30～39歳,2002001012,44,万円
有価証券,30～39歳,2003000103,35,万円
有価証券,30～39歳,2003000406,33,万円
有価証券,30～39歳,2003000709,40,万円
有価証券,30～39歳,2003001012,42,万円
有価証券,30～39歳,2004000103,48,万円
有価証券,30～39歳,2004000406,51,万円
有価証券,30～39歳,2004000709,43,万円
有価証券,30～39歳,2004001012,40,万円
有価証券,30～39歳,2005000103,45,万円
有価証券,30～39歳,2005000406,41,万円
有価証券,30～39歳,2005000709,39,万円
有価証券,30～39歳,2005001012,46,万円
有価証券,30～39歳,2006000103,49,万円
有価証券,30～39歳,2006000406,42,万円
有価証券,30～39歳,2006000709,73,万円
有価証券,30～39歳,2006001012,84,万円
有価証券,30～39歳,2007000103,56,万円
有価証券,30～39歳,2007000406,56,万円
有価証券,30～39歳,2007000709,53,万円
有価証券,30～39歳,2007001012,40,万円
有価証券,30～39歳,2008000103,49,万円
有価証券,30～39歳,2008000406,52,万円
有価証券,30～39歳,2008000709,49,万円
有価証券,30～39歳,2008001012,49,万円
有価証券,30～39歳,2009000103,42,万円
有価証券,30～39歳,2009000406,43,万円
有価証券,30～39歳,2009000709,38,万円
有価証券,30～39歳,2009001012,30,万円
有価証券,30～39歳,2010000103,43,万円
有価証券,30～39歳,2010000406,48,万円
有価証券,30～39歳,2010000709,35,万円
有価証券,30～39歳,2010001012,32,万円
有価証券,30～39歳,2011000103,33,万円
有価証券,30～39歳,2011000406,36,万円
有価証券,30～39歳,2011000709,38,万円
有価証券,30～39歳,2011001012,32,万円
有価証券,30～39歳,2012000103,34,万円
有価証券,30～39歳,2012000406,33,万円
有価証券,30～39歳,2012000709,34,万円
有価証券,30～39歳,2012001012,34,万円
有価証券,30～39歳,2013000103,38,万円
有価証券,30～39歳,2013000406,36,万円
有価証券,30～39歳,2013000709,41,万円
有価証券,30～39歳,2013001012,49,万円
有価証券,30～39歳,2014000103,33,万円
有価証券,30～39歳,2014000406,27,万円
有価証券,30～39歳,2014000709,38,万円
有価証券,30～39歳,2014001012,41,万円
有価証券,30～39歳,2015000103,37,万円
有価証券,30～39歳,2015000406,74,万円
有価証券,30～39歳,2015000709,74,万円
有価証券,30～39歳,2015001012,50,万円
有価証券,30～39歳,2016000103,50,万円
有価証券,30～39歳,2016000406,36,万円
有価証券,30～39歳,2016000709,32,万円
有価証券,30～39歳,2016001012,24,万円
有価証券,30～39歳,2017000103,28,万円
有価証券,30～39歳,2017000406,31,万円
有価証券,30～39歳,2017000709,35,万円
有価証券,30～39歳,2017001012,40,万円
有価証券,30～39歳,2018000103,36,万円
有価証券,30～39歳,2018000406,46,万円
有価証券,30～39歳,2018000709,41,万円
有価証券,30～39歳,2018001012,42,万円
有価証券,30～39歳,2019000103,40,万円
有価証券,30～39歳,2019000406,36,万円
有価証券,30～39歳,2019000709,47,万円
有価証券,30～39歳,2019001012,91,万円
有価証券,30～39歳,2020000103,88,万円
有価証券,30～39歳,2020000406,50,万円
有価証券,30～39歳,2020000709,50,万円
有価証券,30～39歳,2020001012,51,万円
有価証券,30～39歳,2021000103,77,万円
有価証券,30～39歳,2021000406,99,万円
有価証券,30～39歳,2021000709,77,万円
有価証券,30～39歳,2021001012,73,万円
有価証券,30～39歳,2022000103,85,万円
有価証券,30～39歳,2022000406,95,万円
有価証券,30～39歳,2022000709,133,万円
有価証券,30～39歳,2022001012,120,万円
有価証券,30～39歳,2023000103,113,万円
有価証券,30～39歳,2023000406,116,万円
有価証券,30～39歳,2023000709,131,万円
有価証券,30～39歳,2023001012,142,万円
有価証券,30～39歳,2024000103,202,万円
有価証券,30～39歳,2024000406,176,万円
有価証券,30～39歳,2024000709,167,万円
有価証券,30～39歳,2024001012,210,万円
有価証券,30～39歳,2025000103,263,万円
有価証券,30～39歳,2025000406,270,万円
有価証券,30～39歳,2025000709,271,万円
有価証券,30～39歳,2025001012,367,万円
有価証券,40～49歳,2002000103,62,万円
有価証券,40～49歳,2002000406,58,万円
有価証券,40～49歳,2002000709,57,万円
有価証券,40～49歳,2002001012,64,万円
有価証券,40～49歳,2003000103,83,万円
有価証券,40～49歳,2003000406,83,万円
有価証券,40～49歳,2003000709,67,万円
有価証券,40～49歳,2003001012,71,万円
有価証券,40～49歳,2004000103,70,万円
有価証券,40～49歳,2004000406,72,万円
有価証券,40～49歳,2004000709,68,万円
有価証券,40～49歳,2004001012,69,万円
有価証券,40～49歳,2005000103,79,万円
有価証券,40～49歳,2005000406,94,万円
有価証券,40～49歳,2005000709,105,万円
有価証券,40～49歳,2005001012,102,万円
有価証券,40～49歳,2006000103,108,万円
有価証券,40～49歳,2006000406,131,万円
有価証券,40～49歳,2006000709,141,万円
有価証券,40～49歳,2006001012,143,万円
有価証券,40～49歳,2007000103,123,万円
有価証券,40～49歳,2007000406,121,万円
有価証券,40～49歳,2007000709,89,万円
有価証券,40～49歳,2007001012,81,万円
有価証券,40～49歳,2008000103,97,万円
有価証券,40～49歳,2008000406,122,万円
有価証券,40～49歳,2008000709,160,万円
有価証券,40～49歳,2008001012,180,万円
有価証券,40～49歳,2009000103,120,万円
有価証券,40～49歳,2009000406,84,万円
有価証券,40～49歳,2009000709,83,万円
有価証券,40～49歳,2009001012,79,万円
有価証券,40～49歳,2010000103,86,万円
有価証券,40～49歳,2010000406,96,万円
有価証券,40～49歳,2010000709,89,万円
有価証券,40～49歳,2010001012,86,万円
有価証券,40～49歳,2011000103,76,万円
有価証券,40～49歳,2011000406,88,万円
有価証券,40～49歳,2011000709,115,万円
有価証券,40～49歳,2011001012,116,万円
有価証券,40～49歳,2012000103,114,万円
有価証券,40～49歳,2012000406,90,万円
有価証券,40～49歳,2012000709,53,万円
有価証券,40～49歳,2012001012,55,万円
有価証券,40～49歳,2013000103,72,万円
有価証券,40～49歳,2013000406,82,万円
有価証券,40～49歳,2013000709,100,万円
有価証券,40～49歳,2013001012,96,万円
有価証券,40～49歳,2014000103,95,万円
有価証券,40～49歳,2014000406,103,万円
有価証券,40～49歳,2014000709,95,万円
有価証券,40～49歳,2014001012,79,万円
有価証券,40～49歳,2015000103,83,万円
有価証券,40～49歳,2015000406,101,万円
有価証券,40～49歳,2015000709,115,万円
有価証券,40～49歳,2015001012,130,万円
有価証券,40～49歳,2016000103,99,万円
有価証券,40～49歳,2016000406,82,万円
有価証券,40～49歳,2016000709,99,万円
有価証券,40～49歳,2016001012,107,万円
有価証券,40～49歳,2017000103,122,万円
有価証券,40～49歳,2017000406,117,万円
有価証券,40～49歳,2017000709,84,万円
有価証券,40～49歳,2017001012,81,万円
有価証券,40～49歳,2018000103,83,万円
有価証券,40～49歳,2018000406,69,万円
有価証券,40～49歳,2018000709,56,万円
有価証券,40～49歳,2018001012,81,万円
有価証券,40～49歳,2019000103,129,万円
有価証券,40～49歳,2019000406,109,万円
有価証券,40～49歳,2019000709,84,万円
有価証券,40～49歳,2019001012,95,万円
有価証券,40～49歳,2020000103,100,万円
